,txt,sentiment,num_of_words
3557,"poorly written: this novel has a lot of ideas that do not fit together. the science, characters, and society are not memorable.",0,22
3615,could be a great book....: this could be a great book. a lot of wrong answers in the chapter quiz area. this could lead to a lot of confusion in a subject that is confusing enough on its own (that is why we bought the book in the first place...right?).,0,50
3628,"bad, just bad.: bad acting, bad camera work, bad editing, bad story line. sigh. being a native new orleanian, i had great hope for the movie. but it is just a waist of time to watch this.",0,37
3642,terrible!: probably a decent story line but nicolas cage just needs to stop doing movies. the acting was just horrible. i would like the time back i used to watch this movie.,0,32
3644,"bad isn't fitting: can not believe i watched the whole movie, i kept hoping it could get better. never did get any better, only worse",0,25
3646,"worst movie ever!: horrible movie, worst i have ever seen! nick cage's career is definitely over if it wasn't before this piece of garbage!",0,24
3651,"dumb, bad, really bad: this was one of the worst movies i have seen in a long time. i usually enjoy nicholas cage movies but this is so far beneath him i can't imagine why he would even do it.",0,40
3662,"""this movie is awful"": there is no words to describe this movie! all i can say this movie sucks and it was awful!",0,23
3663,"what a complete waste of time: this is one of the worst movies i've seen in a long-long time. the plot is very unimaginative, and is active is plain horrible.there isn't much more to say.",0,35
3681,"missing parts: i received this bird feeder, liked it, but when i tried to assemble it someof the parts were missing. the hooded pieces were missing.",0,26
3716,"did not warm up to the book: the book came highly recommended, but it didnt humor me and i couldnt warm up to the authors style of writing. bored me too...sadly gave up half way into it.",0,37
3780,dry: this book was really dry... there were a couple interesting moments but most of the book was a lot of unnecessary words. this is one of the very few books that i didn't finish!,0,35
3825,"blah: i thought this movie was boring and it didn't let you get to know any of the characters. the only good thing in this movie is a young, cute mel gibson.",0,32
3843,mad max: this film is one of my all time favorites but i have to say the picture quality of the video is very poor i am needless to say dissapointed,0,31
3851,the sword in the sux: well iu thin that this book should've had a first book. its very confusing and boring its so long i did not like it !!!!!!!!!!!,0,30
3884,"product did not work like i thought it would: based on the reviews i saw, i assumed that is would be perfect for keeping my blinds clean. that was not the case at all. it does not clean the dirt off your blinds the way you would think. i am very disappointed in this purchase.",0,55
3896,should be called a documentary!: i thought this would have more complete songs--like u2's rattle and hum or styx's return to paradise. instead it is a documentary with short clips of jimi performing. disappointing...,0,34
3916,"this book is good but i wouldn't call it great.: i liked rashel and quinn, they really go together. it was cool how she hunted down vampires and killed them. i loved it when they burned down the house.",0,39
3926,an odd coverage of an uninteresting event: the author points out that this series of crimes is of little importance and has largely been forgotten. it will remain so.,0,29
3939,wood chips off: the pieces of this puzzle are definitely no for kids..or even adults.its made of poor quality wood and easily chips off.it chips off into such small pieces that can easily embed in anyone skin or even be eaten out of curiosity.did not expect it from a m@d toy,0,51
3947,this is high density module: this is high density module. it works only with a fewmainboards. it does not with the two i have.amazon.com - please correct me if i am wrong.,0,32
3975,"have not received my item in a month.: my order was placed on august 28, but i have not received the printer in a month.",0,25
3987,"disappointment: i ordered this bed for a visit by my 4 year old granddaughter. we had to add air to the bed every morning. i had this experience with another brand, but hoped this one would be better. definitely not worth the money.",0,43
4015,"impossible to keep sheets and mattress pads on.: everyone who slept on this mattress, ended up with a jumble of bedding after a few tosses and turns. i would not recommend it.",0,32
4021,didn't last: i bought this for my 8 year old to sleep on in temporary housing during a corporate move. this bed didn't last two days and it came apart in the seam where we couldn't patch it. i would not waste my money on this product again.,0,48
4047,worthless: i bought this for my daughter to sleep on when she was home from college. she actually liked sleeping on it but 3 weeks later it developed a slow leak which i could not find. therefore i had to throw it away. a complete waste of money.,0,48
4049,3 weeks and heard a big boom!: heard a huge boom and i noticed the seam had given out and then this huge bubble formed in middle of the bed and then it ripped a few days later. i purchased the product on or around 10-6-2011 and before 11-1-11 it was deflated!,0,52
4061,crappy air bed: airbed doesn't keep air overnight. if you try to return it you will be charged a restocking fee to restock an airbed that doesn't work so you will get no refund.....exchange it for another crappy airbed...my recommendation is....don't buy this crappy airbed!!,0,45
4064,"comfortable... if not for the deflation.: i received the bed, and i loved it. but after one night it almost completely deflated. i tried to find the holes but i found none, so it was kind of a waste of money.",0,41
4075,bed leaked on first use: i ordered for use when company came-my niece slept on this once and ended up on the floor after one night. i cannot recommend this to anyone.,0,32
4086,went flat in the middle of the first night.: this airbed does not stay inflated. it went flat half way through each of the five nights i used it. it is junk. don't buy it. if i had bought it at a store it would have gone back the next day.,0,51
4088,garbage: only used a handful of times and the bed already leaks air. waste of money. i know it shows a one star rating but the true rating is zero stars.,0,31
4122,bad product: this is not worth the price. used it once and had to re-inflate it five times. does not hold air. a piece of junk.,0,26
4125,this bed will not retain air.: it was a super deal... but there is something wrong with it. it will not retain the air level that i want.i will be returning this item,0,33
4134,lasted one month of everyday use: i used this product for one month of every night sleeping before it sprouted a leak in one of the seams on top that couldn't be patched due to the fabric. it makes patches virtually impossible to stay stuck.there you have it.,0,48
4144,leaked first day for my guest: it had a leak from day one. return and exchange process was very good though. still waiting on the new one,0,27
4166,"the band: although the recording was somewhat ineresting, due to the lack of music in the recording i find very dissapointing. i will probably play it three or four times and then dispose of it.",0,35
4175,"help!: hello everybody! i ordered this product but the first one that i received didn't work, and now i have the second one and it still doesn't work. it might sound weird, but i put batteries in it and it doesn't start working. what should i do? thanks!",0,48
4176,"not waterproof!: it's not water proof and it rusts on the inside. the turning head is a nice feature, but i don't think i really needed it.",0,27
4185,"defective/no return: when i ordered this item, i was not aware that it could not be returned if defective. the item arrived very timely, but it would not operate. i later found out that the product is nonreturnable. i was very dissatisfied with this purchase.",0,45
4186,"doesn't work: i received this item and it;s dead!doesn't work and i cannot return it. wasted $40 bucks..i'm so angry, i bought this as a gag gift for my friend for a party and now i'm out money...very disappointing...",0,39
4189,"no go: i did not like this one. it is a bit large and it has a plastic, rubbery smell that never goes away. it's also slightly loud. i have had similar toys before and i like this one the least.",0,41
4195,i didn't think it was that good.: got this product and used it but it doesn't get me to the big o. it's just to stiff for me and also the rabbit ears don't reach the right place. all i have to say it's just wasn't for me. i wish i didn't buy it.,0,54
4197,disapointed: i bought this item as a gift. i put batteries in it and it worked for three mins and quit. i have not been able to get it to work again and according to amazon policy i can't return it! don't waste your money!,0,45
4215,not waterproof broke in one use: this is terrible. i have had this for 3 hours and it is already broken. it is absolutely not waterproof. do not waste your money.,0,31
4219,"not waterproof: i only used it a couple of times, a tiny bit of water leaked into the battery compartment and now it is rusted and won't turn on.",0,29
4227,ouch!: the ears on the rabbit are sharp and the first time i used it i felt like it cut me after wards. if the ears weren't so sharp this toy would be higher on my list of favorites.,0,39
4230,"the worst ever: this is one of the worst one i ever bought. the price is kind of high so i expected it to have some use. there is no vibrating motion beside the rabbit head. since this product can not be return, i used it once and went righ in the trash.",0,53
4235,"not waterproof!: this thing is awful! the first time i used it water it filled up with water and shorted out. i've dried it, replaced the batteries and it still won't work. i only used it 2 times. this is a total waste of money!",0,45
4244,"not pelased: i was not pleased with this product, the bunny ears does not reach my ""pretty bump"".....i haven't used it ever since...i bought another for $25 and it got to the work done way better than this...",0,38
4247,"broken: i received this product in the mail yesterday, put in the batteries and the rotating beads do not work. complete waste of money.",0,24
4248,"breaks easily!: i have only had this product for three months, and after a month i was having problems with this product. i have given up on this vibe, and i do not recommend buying this product. spend the extra money on something that will actually last!",0,47
4261,"don't be fooled this is just a documental: no one song complete, just short clips and explanations about the making of the album, nice but not for a dvd, at least in my humble opinion.",0,35
4262,"buy something else: the dvd is a documentory, alot of talking and very little music. i thought it was them in concert. too much talking",0,25
4288,"not what you think....: this item is not what you think it is. this video is only about the war, not on what horrors were done to the people in the camps. except for history buffs and teachers, this would not be a good video just for viewing pleasure.",0,49
4322,too small: hard to tell from the picture what size this is. i thought it was much larger. it would not hold much more than a 1/2 pound of coffee. too much space is wasted for the filter holder section.,0,40
4347,a toy not made to last: this toy has peaces that fall off even while puting it together it kept falling apart the legs would not stay on and part of the tower would not stay together. i would not recomend this toy to anyone else or pay for it again myself.,0,52
4359,boring...: i couldn't get into this one. i felt the story was lacking and dragging on. i didn't get through half of it before i gave up.,0,27
4367,"a little disappointing: i loved all of sophie kinsella's books. this book is definitely not as good as the shopaholic series. the characters aren't really well-defined, the plot meanders at the end. you can avoid this book and not miss much.",0,41
4384,disappointed: i bought this for the kindle and there is none of the modern text translation referred to by the other reviews. i am very disappointed because that is the only reason i purchased this book. they should not use printed version reviews for kindle books.,0,46
4397,"not new as stated: this product was shipped to me in a reasonable time, but the description said it was new when it had been annotated and highlighted throughout the book. i was disappointed with this since i wanted a new version of this book.",0,45
4407,"the movie was better: i just read this book. everybody like always talks about how great it is and everything. but i don't think so. like, it's been done before, right?? soooo cliched. omg.",0,34
4409,"does not match picture.: the picture for this item showed the lines to be numbered. when we received it, it was not numbered. this is needed for a class assignment and we had to go elsewhere to purchase what amazon did not provide.",0,43
4423,"getting old: this may be one of the great works of humanity, but it just doesn't cut it for me. the gender sterotypes are nauseating, to say the least. though required in schools, this book is nnot one of the bests to read on your own time. or maybe i am just disillussioned.",0,53
4447,"cheap: this was a gift, but the fabric was cheap and didn't look great on or last well. however it was fun, and i got compliments on it all night.",0,30
4448,"cheap quality: not as described, the material is cheap looking and does not feel soft on the skin. was dissapointed of the quality and packaging.",0,25
4450,"wish i could order this item: i could really use this item but i won't order it if i cannot order the color that i want; guess i'll have to look elsewhere.....sorry, this company seems to be losing a lot of sales with the 'let us choose for you' policy.",0,50
4452,"another lost sale: i too was ready to buy this product, but will not do it if i can't get the color i choose. i guess this company doesn't want to put their customers first!",0,35
4455,"color selection.: i find it very frustrating not to be able to choose my own color! if this practice was changed, i might order this product!",0,26
4456,"locking earring case: i want to buy this product, but i want it in black.....why should i allow you to choose the color when i'm paying.",0,26
4470,"i did not give it a good review at first however, they promised but did not deliver my money back.: i would have like to have seen this book before i bought it. i never would have bought it in the condition i found it.",0,45
4477,"had to buy this for a class-- not very informative: the chapters are set up like a pamplet with bulleted information. it just doesn't seem appropriate for a college class. it is written like a middle school textbook, and it doesn't offer more information than what most laymen already know.",0,50
4490,"i don't believe manson had anything to do with this.: ok, if your a manson collector of course you have to have this, but otherwise it is not even a good read, let alone manson's words.buy it if you are collecting, but read helter skelter or the family for a better read.",0,52
4506,anthology: this book is an anthology of 3 books i had already read. i do not knowingly purchase anthol;ogies. o would not recomend this book unless yoy want all 3 books in one.,0,33
4507,"beware, this isn't a new book.: i was pretty disappointed when i purchased this book because i thought it was the next book in the series. instead it is just a compilation of the previous 3 books one after another.",0,40
4520,frustrated!: i had two of these products sent to me and both of them were inoperatable and the packaging on one of them was open...ughhhh...very disappointed not to mention frustrated!,0,30
4528,"book to basic: this book was very disapointing, and misleading. like for example wing chun has no high kicks but you will see one in this book. enough said",0,29
4530,very poor: would not buy it.not worth the money.did not tell me all the things that i could see in the cities.would not recommend to anyone.,0,26
4548,"very, very cute.: if you like cute. it's okay, but you have to waid througha lot of syrupy, cloying, well, canadianess. this stuffwould be great on sesame street.",0,28
4569,art of dali: i liked the book. the mix of explanations of the painting and his life was very descriptive. i learned a lot about his friends and famliy. the book just reminds me that in every genius there's a lunatic.,0,41
4584,"just ok...: i have had these for a little over a year now. the edges are starting to chip off, and they have been stained a little. they are ok, but not wonderful. i feel like for a kitchen aid product, they should be much better.",0,46
4587,"cool, but not durable: my little brother just got this for his birthday. it's cool, but will probably be broken in a few days. the pieces that stick to the wall fall off alot. no action figures come with it either. and the bottom half is made of cardboard too--not cool.",0,51
4589,falls apart very easily: i bought this for my 6 year old son and it is very unstable. it falls apart way to easily. we have to lean it up against the wall so he can play with it and it still falls down.,0,44
4591,don't waste your money!: this was a real disappointment. it is incredibly flimsy and poorly made. will never hold up to its intended play.,0,24
4637,"might be a good scanner: my scanner hasn't worked since the day i took it out of the box, installed the software, and the green light is on but when i hit scan it does nothing! looks like it's a dud. lol.",0,42
4640,do not buy this scanner: absolutely the worst software for flatbed scanner i have ever encountered. scan is slow and softcover lousy. don't buy,0,24
4653,did not like: just not my type of book. very boring but i got through it. hard to stick with it until the end.,0,24
4660,bad quality: installation and use was easy and good. but the quality of the product was really bad and it was going loose and stopped working in between.,0,28
4665,not enough choices: there are not enough color selections for the average person. the product seems to work but coverblend needs to work on offering more color selections as women come in a variety of shades and skin tones.,0,39
4676,"couldn't get into it.: i'd heard such good things about this book, and couldn't wait to read it. unfortunately, i found it really slow. i read the paperback version, and to be honest, i couldn't bring myself to finish the book. major disappointment.",0,43
4685,"below par: after reading all of clavell's books, i was looking forward to king rat. it made me uneasy. i was left with a very disatisfied feeling. who rated this book so high? were they relatives?i do not recommend it.",0,40
4702,"summer-estate: anyone who hears this song and isn't mesmerized, then haunted, is deaf. i heard it in my car and almost wrecked. the most beautiful!",0,25
4705,"amazon needs to sort out weinstock and huneker: this book is listed with weinstock as the author, but huneker is the author. weinstock wrote the forward. he also wrote a book called ""chopin: the man and his music"". weinstock should not even be listed as a secondary author, much less the primary author.",0,53
4715,"no product: i am unable to review this product as the item never arrived and i ended up with a refund.will be looking for another source, and trying to order it again.if and when i finally do get the item i will let you know what i think about it then.",0,51
4726,very frustrating piece of office equipment: i have had the displeasure of working with this machine for over 4 years. its incompetent feeder is only matched by the uselessness of the software it comes with. save yourself the frustration and buy another scanner.,0,43
4802,"don't buy this: ok, people, all i have to say is this thing sux. the price may be low, but the thing is just plain crappy. and i though cd players were supposed to play music...",0,36
4806,"not worth your money: they should have called this product lemon vaseline. the scent is nice, but it almost isn't a scrub at all; it's got some granulated sugar among a sea of greasy pommade. it leaves skin sticky and does not wash off. do not buy this product if you're expecting an actual exfoliator!",0,55
4830,cd was missing: i dont find any cd inside the book. it was really matter of disgrace that cd was missing after shifting. while i was going for the purchase it was mentioned that the cd will be available but it was missing,0,43
4833,"terrible: i couldn't even finish it. i kept reading it thinking, ""what is the point of this story?"" i found it very boring at times and disgusting at others. definitely one of the worst books i've ever read.",0,38
4883,"this item is a piece of junk!: i am thourghly disappointed in this sansas view. it deleted songs all the time wont keep them on wont connect to computer, if it keeps them it puts them on 3 or 4 times and when you detelted the dups.it deletes them all.",0,50
4889,"hate this thing: i hate this thing. it worked for about a month and that is it. it has driver problems. after 5 hours on the phone with rhapsody, 2 hrs. with sansa it still does not work. i have downloaded everything for this. it does not work. waste of money, time. very disappointed.",0,54
4946,"huh?: i get the idea to be clear and to the point. but this was outdated before it was written, a real basic book,kids should read it once",0,28
4958,"fragile: this is a cute little gadget, but it got broken after only three months of carrying it in my pocket. seems to be too fragile for being a mobile player.",0,31
4962,"a product with error.: the first day i bought this, it didn't work. but then the next day, it worked a gain. i continued to use it for 1 month, and it didn't work completely. many people used it and said that it is a bad product with errors.",0,49
4978,semi- additive cooking: very disappointing the recipes are filled with unhealthy ingredients .the concept is great but the nutritional benefits are not there-- so it isnt a quick fix for me.hard to imagine wolfgang endorsing such a book,0,38
4987,"advertising: it is one brand name after another, don't waste your money.<br />this book has more fluff then recipes that you can use everyday, plus it will not save you money with all the package and can food you have to search out and buy.",0,45
5006,"the plague that this book has caused.: have any of you not read the manson file? it is obvious that you cannot control people with lsd, and it is obvious in the fact that manson did not kill anyone.",0,39
5037,bad book: it is literally a step by step account of the investigation of the whole manson murders. i have never been more bored with a book in my entire life.,0,31
5067,"don't buy: what ever you do don't buy this product. it not only came in used but beaten to death. it was scratch, dented and chipped. this is my 4th time writing a review on this product all other attempts have be block like i suspect this one will be to.",0,51
5068,watch the price: i bought this from the same co. before christmas and was stunned that the price had doubled. on the page the price was not clear!,0,28
5099,"junk,don't wast your money.: i got these in hope it would give me a good fit to my jawbone 2, but they did not work for me. i think they even made it less of a fit.",0,37
5109,"not for my application: i was misled by a user review that indicated the gels would help my new jawbone stay in my ear without the hook. the gels would stay in my ear but came off my headset, allowing it to fall to the ground. these may be ok but not for my application.",0,55
5126,"not for me...: these probably work great for some people, but they didn't for me. none of the three sizes gave me just the right fit and i ended up going back to the factory gel that came with the device.",0,41
5134,waste of money: this product ended up being a waste of money for me. they didn't fit too well so i ended up just using the original jawbone ear piece with the these.,0,33
5137,don't buy: these were advertised to fit the habra stone. they did not. i don't know if they changed the advertisement since then but it was aid to be a package with the habra stone so i got it. not even one piece fit. threw them away,0,47
5138,"waste of money: these ear gels were supposed to fit easily on the jabra bluetooth that i have, but they don't stay on at all once they were placed on it. i was hoping the contoured shape would hold in my ears, but it just proved to be very uncomfortable.",0,50
5141,not compatable with the jawbone.: produce is not compatable with the jawbone. design does not provide a snug fit to the bluetooth unit. a waste of money,0,27
5161,"jabra clear gel - useless: these were said to work great with the jawbone blue tooth headset. they don't, are almost impossible to put on and do not stay on the headset. i think they are useless for the jawbone.",0,40
5248,"reviewer: big zach! not a kids review! although a kid!: dont bother with this crap! it is one of the worst if not the worst! movies that i have ever seen! it has bad acting,story and it is so so boring! i dont understand the point of this movie! terrible! dont bother!",0,52
5267,review by tarek musslimani: this is an absolutely not useful book. it is not understood at all and it is written so that no body can understand it but the author himself. so i do not recommend for you to buy it. please save your money.tm,0,46
5282,"van damme's a bad guy ?: i would say the plot is good, but the action and fighting scenes are not in favour for action-movie goers.",0,26
5308,"it drags: i tried a couple of times to read this book. each time i stopped half way through. it dragged in places and was ok in others, but it's definately not up to mercedes' usual standard. the book finally wound up in the ""donate to the library"" pile.",0,49
5327,under the tuscan sun: to be honest i expected a little more from the movie. it was too mellow and somewhat boring.,0,22
5362,boring: this movie was very boring and hard to get into. i started falling asleep in the first fifteen minutes. it's a very chick flick type of movie and i suggest men do not see it.,0,36
5385,"is ok...i guess: this movie was given to me by a friend, thought i would enjoy it, and in a way i did, i just thought i would see it not buy it.the scenery was amazing, the story was a bit down. saw it once dont care to see it again. my opinion of course.",0,55
5395,boooring.....: this was the most boring movie and the most wretched performance i have ever seen from diane lane. all she did was sigh through the first 45 minutes.,0,29
5409,"propoganda: this is another movie in the long line of movies trying to shove homosexuality down our throats. conveniently they don't mention the premis anywhere, making it look like a normal movie that you might like to rent. if you have any morals at all, don't waste your money on the gay agenda.",0,53
5440,"i have get my order: i never got the battery and im still waiting on it, i want to know whats going to happen cause im still waiting",0,28
5445,"no, no, and no!: i only made it 15 minutes into this movie before i turned it off. my only question (and this pertains to plot, action sequences, dialogue, etc.) is why?",0,32
5446,the worst movie i have ever! seen: i saw this movie in theaters with a friend and my brother. i was expecting a exciting movie but it was exactly not that! the movie doesn't make sense and there really isn't a plot. don't waste your time or your money on this movie!,0,52
5454,far cry from original: don't waste your time or money on this remake. even rebecca's hotness can't save it. watch the original with james caan.,0,25
5460,"horrible stupid movie: nothing more to say, this is one of the worst movies ever. bad script, stupid story, terrible shooting, boring acting. i highly don't recommend this title.",0,29
5501,one of my favorite toys!: this blue eyes shining dragon is awesome! i got it for christmas and i played with it all day. the one i got came with the card shadow spell. it's a cool toy so if you can't find anything at toys 'r' us or somthing buy this!,0,52
5521,"i got it cheap and it is cheap !!!: i did not like the product, but i got it really cheap . this is not a quality product , avoid at higher prices",0,33
5551,"i hate useless products: you have to buy most of the battle chips seperatly which leeches your cash in no time, don't bother. get a game boy or a nintendo ds if you want handheld fun.",0,36
5555,peice of garbage!!: okay this game was pretty fun when i first bought it but after that it just wasnt fun anymore. the thing has no plot but fight viruses and enter tournaments which are very hard. plus there is quite a bit of shaking for an electronic game.,0,49
5577,"not as advertised: the item description says this is aluminum, but when i received the item, the box says 'solid steel'. very dissappointing! i live by the beach and steel doesn't last long. it was for my son's birthday, now i have to send it back and he won't have his main present!",0,53
5604,"zzzz...: in my opinion, the worst book in the series. i read this book through just because i did not want to waste my spent money.do only buy it if you are a hardcore discworld fan.",0,36
5610,spend your money better: this book is a total waste of money; it is only useful for lighting up the bbq. the only one to make (plenty?)of money out of this book is the writer. do not be discouraged by the title!. this is not a serious book.,0,48
5615,tbone: thought this was a cd by the group pieces of a dream. you put it with their cds. not what i wanted.,0,23
5640,"where's the instructions: was a little tricky without instructions but i figured it out....however, will not work on the bike as the brackets are too thick to slide over the wheel bolts and leave enough room for the frame to be reattached. returning it",0,44
5673,"underwhelmed: this is not dickens at his best. no offence to the narrator, who does a good job but i think the story itself is rather boring. especially when compared with his classics ""great expectations"", ""a christms carol"" and ""a tale of two cities"".",0,44
5710,"don't bother buying this bra!: this bra is completley worthless! it offers absolutely no support, is cheaply made and does not run according to size. don't waste a penny on this. you will be disappointed.",0,35
5712,"nice bra, but sizes run large: i love the style of the bra, however i ordered a 46d in black and the cup size of what i received was almost double in size. the label read 46d (which i know i wear), but had to send it back because the cup was just too large.",0,55
5727,"uninspired: gee, i wasn't as impressed as you guys. i found it quite tedious. bram stoker's original is one of a kind. this is not even remotely in the same league. sorry.",0,32
5733,"too many names, too little interest.: this book needs a grammar check. it is incomprehensible. i am trying to return it. it sucks, to coin a pun.",0,27
5755,"old information: unfortunately, i did not like this book. i found it difficult to read and boring, even though it was recommended by a friend..",0,25
5767,"not for me: i thought that this might be interesting, but language was too old and i found it to be boring. i deleted it soon after.",0,27
5798,"not enough information. cap did not fit my model.: the item was not fully described. i thought it would fit my rebel camera,however it did not.nor",0,26
5804,"way out of date - better reference available: with all of the program changes, this book is very out of date. you can get a lot of the same information for free at http://www.certificationguide.com",0,34
5827,i imagine if you get a working one this would be very useful.: i had to rate this low because the one i received was broken or had some sort of short in the wire and didn't work. i'm pretty sure a working one would be very useful.,0,48
5828,"cheap, but not worth the money: this product does not fit tightly. it tends to fall out of the plugs it is attached to, both at the computer (the male end) and at the cable (female end). complaint to the provider went unanswered. we will have to buy a replacement.",0,50
5850,sound quality is lacking: purchased this for use with my tracks hd and as others have stated above the sound quality was greatly lowered for me and my left speakers sound is off with this product. glad i didn't waste more than i did on this.,0,46
5862,it was a waste of money and time.: it's not at all what i expected. still have not found what i was looking for in thefirst place,0,27
5863,disappointment: was poor quality and some of the original text was not included- was not as described -should be removed from amazon,0,22
5867,very bad edition: this edition is really bad. it is really ugly and has a lot of typos. i do not trust the translation either; it does not even specify who the translator is.,0,34
5869,terrible book: my professor was not happy with this rendition of the book.he felt it was interpreted poorly and wanted me to buy another book.,0,25
5885,"inaccurate description: the description stated that the condition of the charger was like new. i got it in the mail after about 2 weeks (from japan), and it had scratches all over it. i would not buy from this seller again.",0,41
5888,"does not work: the charger does not charge my battery! and it does not plug in directly into the outlet. rather, it has a separate cable that goes to the adapter itself and the outlet. it's junk! i am absolutely disappointed!",0,41
5900,"wrong item.: they shipped me cb-2lv not cb-2lx, i think a chimp that is mentally challenged could have read the label on the back of the charger and put it into the package. this is pathetic.",0,36
5923,"low quality dvd: i know i am just writing this review now but the dvd i purchased was not in good quality. i am not sure it because the actual concert was 10 to 15 year old but i did not enjoy this copy at all.thank you,charisse chase",0,48
5933,didn't work: tried to play on two different blu-ray players and it simply would not play. i could only get it to play on my computer. no good.,0,28
5940,"not my favorite: i found man of la mancha to be quite confussing. the plot is so crazy that it is hard to get a grasp on what is happening until halfway through the book. one you do figure it out, it is rather humerous, but not one of my favorites by any means.",0,54
5943,"such a boring toy: i purchased this slot machine thinking it was larger than it was and also hoping it would at least perform a little better than it did. it doesn't even require a coin to release the jackpot. overall, this machine is not worth purchasing.",0,47
5944,"immediately broke: broke the very first time i pulled the handle. very dissappointed, was going to give as a christmas present. made very cheaply, only good point was that it arrived on time.",0,33
5970,bad product--great company. responded immediately to problem with product.: the product was defective. could not be cranked down. bolts were missing from package. the company offered to replace and shipped me the missing bolts. i reccomend the company but not this jack.,0,42
6108,terrible shipping service: it took a month to get the book in spite of numerous emails and no feedback about the urgency. i finished the summer school without the book.don't buy anything from this seller.,0,35
6113,"waste of $money$: waste of time & money... i found that if you want to win big, just put the money into a savings account & watch your money grow! pay yourself not this author.",0,35
6119,"might as well buy it at the apple website: it's $39.00 on the apple website, there is free shipping as well, so why buy it on amazon? i came here looking for a deal and was disappointed.",0,37
6140,too much info: this book should have been written more as a novel than a how to. this book goes into story like dimensions and there are others better written on the subject.,0,33
6143,no dice: this is a book that serves no purpose i would not read again it does not do wat the title says it is,0,25
6146,"i have not received the item: i have not received the item that i bought. i amjust waiting for some extra days in order to send a claim or a complain.rgrds,xavier arderiu",0,32
6162,"not good, not bad: if you like early mark harmon, then it is worth the time. otherwise, it is a made for tv style situation comedy. there are some embarrassing moments and a heart-warming ending.",0,35
6241,boring: don't bother wasting your money. this book is slow and goes nowhere fast. i could not even finish the book.,0,21
6327,"not what she wanted: bought this for my wife on a recommendation from a friend, she read a few pages and quit because it was too sad. i told her it had a good ending but she won't try again, be prepared for tears when you read this one.",0,49
6328,"sent wrong thing: i chose this rating because i was supposed to be sent both books (combined into one) and the lost boy, but i was only sent a child called it. the book looked nothing like the picture and it was very cleared written that i was supposed to get both. i got jipped.",0,55
6330,"a child called ""it"" and the lost boy one child 's courage to survive: ordered this for christmas about 3 weeks before it never came before or after, never had any response, very disappointed.",0,34
6334,"this game stinks!...: the only way to score on this game is dekes, rebounds and defelections. the gameplay stinks, the commontary stinks, do not...waist your money on this game.",0,29
6351,"disappointed: i ""bought"" this book for kindle. all i got when i tried to read the book was a list of numbers that didn't correspond to anything. i'm glad the book was free so i can delete this without being out anything.",0,42
6353,"limericks: if you are looking for a nonsense limerick, this is the book for you - otherwise, keep looking. i kept looking.",0,22
6354,"weird, uncomprehendable book: this has to be the dumbest book i've read. it has riddles and rhymes that totally don't make sense. i know i would rather read real poetry and literature, not this. i don't even think that small kids would like this confusing book.",0,46
6360,"kindle version - lost formatting: once again, the free kindle version is a disappointment. both the formatting and the illustrations have been lost. in my opinion, the charm of a book like this is often in the accompanying illustrations. it would be better to buy a complete version than download this one.",0,52
6369,wrong info: i thought the dvd was concert footage and it is still shots with music. i do love this album from motorhead though.,0,24
6403,does not work with palm easily: did not work with my palm t|c right away.i've not used this for any other purpose. i expect either palm or sd to release proper software to have it work with palm t|c.,0,39
6406,i don't have answers to your questions: i gave this item as a gift. i don't have answers to your questions. i thought the doll was very expensive. diane,0,29
6423,"femalien: the r rated dvd of this movie is not worth the price. it's cut to smithereens. buy the unrated version, instead.",0,22
6424,see it: see this move for matt schue. i think that is his name. if it is the long haired blonde dude. he is so hot.,0,26
6425,"don't waste your money!: no plot,waste of time and money in this 'disney porn' flick with ugly girls and stupid story line,stay away!!!",0,23
6426,femalien: a soft adult movie. good to watch once if you are in the mood for that type of movie.save your money and get something else.,0,26
6461,"a $1 rental: the plot of the movie ruins any thing they try to over come with the computer animation, and even that isn't as good as i expected.",0,29
6482,might make a good coaster: i went to see this in the theater and myself and two friends could not go the distance. we walked out before it was over. the plot is ridiculous and the acting does not make up for it.,0,43
6540,not a great movie!: i thought it was pretty bad. hostel was better than this crap. i mean it was ok in some parts but i didn't expect much. it's not even scary. i can't wait to watch hostel 2 when it comes out.,0,44
6541,it's like watching the show lost!: is it just me or did i feel like i was watching a missing episode of the show lost? just kiddin but anyways i thought it was a lil like the show lost a bit but this movie was horrible. do not watch it!,0,50
6542,"humbug!: this may not be the films fault, but i did not like it. not my sort of thing, so i probably never should have bought it in the first place.",0,31
6569,"this is horrible: out of the whole cd ray j has just good song called ""one wish"" the cd is a mixture of songs that don't make sense and he shouldn't be singing. i would not recomend this cd to anyone.",0,41
6580,"not as described: package says one size fits most queen...well what the heck is most queen because a 1x and a 3x are too different sizes, i am a 1x and this didn't fit over my curves.",0,37
6602,"thomas the train tracks: this is a good product, but highly over-priced. $10 for four pieces of track ???????",0,19
6634,"couldn't get it.: i got no traction at all in this book. was counting on a friend who also bought it and, sadly, his reaction was the same. i'm going to take another run at it.",0,36
6639,avid reader: boring. this book should have been a short story. i am shocked that people liked it so much.,0,20
6642,"disappointing: slow, dark, brooding and those are the nicest things i could say. this is one of the very few books i have truly wished i could return and get my money back. i love historical mysteries - but i didn't care what happened in this one because the characters were so uninteresting.",0,53
6644,"not really a memorable story: i read this book a couple of months ago and i cannot remember much about the book, it being totally forgetable. mr. timothy could be mr. fred. there wasn't much of a point to him being ""tiny tim"" - just a plain old story. a big disappointment.",0,52
