txt,sentiment,num_of_words
"3-d but only just...: i started watching the film with great expectations but was soon disappointed, the 3-d effects were weak and the picture fuzzy. the glasses supplied with the dvd were scratched and cheap so i used my own. i have been interested in stereoscopic phototography and movies for many years so know what is possible. in short a poor effort and in my opinion not worth buying.",0,69
"worthless product, worthless seller: this product arrived defective. it is supposed to be a foldable wire crate. well it is foldable even when set up. it is missing permanent parts that render the front of the crate worthless. the entire panel falls into the crate because it is missing 2 permanent pieces that hold it together.beyond the disappointment and waste of time, the seller has been totally unresponsive.next step is formal request to amazon to mitigate the problem.beware of this seller. do not trust anything they ship!!!!!!!!!!!",0,87
"too scary for children: i bought this version of the popular fairy tale as a gift for my niece. after i received it, i was horrified to read in detail about how the huntsman cut open the wolf's stomach to look for the grandmother. it then goes on to read, "". . . after a few more slashes a little girl jumped out.."" this was not at all what i had envisioned as a gift for a young girl. i wish i had been warned to buy the story from a different author.",0,93
robert donat collection: the story is good but the dvd is very poor quality. it looks like all they did was get an old vhs tape and transfer it to a dvd without cleaning it up. the picture is full of lines and at times the sound does not march the picture.it is a shame because they were good movies.,0,60
it's a mystery: i still have not received my product yet. i have sent one e-mail sharing the fact that my product has not been received. it was promised for sept. 14. it is now sept. 25 and i don't have it or a response to my first e-mail.,0,49
"not that good: this book has a lot of promise and a seemingly good message, but it does not succeed. the author is too long-winded and seems obsessed with the sexual aspect of the post-world war ii american woman's problem. in my opinion she does not focus enough on the educational aspect. the book could have been condensed to half its size, and that would have made for a much better read. you could skip a page or two and not miss anything important. i found myself bored with the repetition and rushing to get through it. basically, it's a bunch of words speckled with a profound thought every 100 pages or so. however, for someone looking for a timeline of women's history in the early to mid 1900s, chapter 4 is very good.",0,134
"slap me when it's over: this is a boring read for me. too much revelry in describing everything and i mean everything. no shortage of new characters. they come and go one after another. i just wanted to get to dracula! pacing leaves a lot to be desired. mid-read, i skipped pages when there's no action going on (believe me, still describing and describing....on and on and on....) and headed for the climax. guess what? did not miss a thing.",0,80
"not for beginners: i have had this book for a couple of years. reading it following the chapters of the book, i was frustrated by the lack of cohesion. new names were introduced without much explanations. index section could be more complete. it is somewhat useful as a reference for certain details",0,52
"curious juxtapositions: while i know very little about quaker boarding schools, i have been studying the traditional boys private boarding military school (middle and high school level) in the u.s. for the past ten years. very few of my findings or conclusions agree with anything i find in this book. i believe the author probably understands quaker schools far better than military schools. a curious study, but not recommended",0,69
"major flaw: installed backup pump per instructions 2 months ago. tested the backup pump by unplugging main pump and filling sump pit with garden hose. everything worked fine and gave me a peace of mind that i no longer need to worry about power outages when i'm gone. i went down today to check battery level and that checked okay. it was raining this morning so i had a chance to see main (zoeller 57) pump cycle on. that's when i notice water shooting out the bottom of the backup pump. it told me the cheap, garbage, mini check that zoeller uses on their backup pump failed. i should have followed advice and my instincts to remove their check and use a better check in the system.zoeller should be ashamed that they compromise what would be a good product had they spent a couple bucks more on a better check.i now have to remove the whole system and rebuild it. what a pain.this one major flaw in the design of the pump means that i can't recommend this pump unless you upgrade the check.",0,184
cheap: great series but cheap packaging wish i knew had crappy packaging would not have bought; will have to buy dvd cases to put in or have to replace the dvds eventuallystargate atlantis: the complete series collection,0,37
"really awful: overwrought, trite, predictable. i was shocked at this a&e production, since they are usually excellent (pride & prejudice, emma, etc.) the dialogue was like a bad tv melodrama -- cheesy, by not cheesy enough to be fun (like dynasty!). the music was annoying, the acting was wooden. what were they thinking?",0,53
"ok, but not what i expected: being a huge clint eastwood fan, i expected a lot more action than this film had. i knew basically what it was about, but again, not enough action, and truthfully, half the time i was waiting for something to happen, but it didn't. there was far too much sitting around staring at the neighbors to suit me, and the film was much too long to say what it had to say. i might have liked the film better if the ending would have been a bit more upbeat, at least. but, i guess, i should have expected it after it became obvious that eastwood's character had health problems and something had to be done to bring the bad guys to a closure.",0,128
"disappointing: my husband has been wearing munsingwear for many, many years. he has noted that each time we purchase them the quality and consistency of fit deteriorates. this last purchase was the final proverbial straw. the leg openings, fly opening and placement, and waist band varied greatly with each pair, so much so that there were some he just couldn't wear at all; they were so uncomfortable. we will not be purchasing mun singwear again. ever.",0,76
"disappointing: i am surely a shakespeare fan but want to consciously decide to watch a shakespearean production. here, i thought i was watching a drama-filled action movie...hardly. gets a 1 for hiding the reality of the director's direction.",0,38
"boring and pretentious: i really can't believe that a person would find this movie interesting. the story is unbelievable and simply stupid. i cannot describe to you how little sense this movie makes. one reviewer felt it necessary to use latin, so why shouldn't i add to the pretention? hic est malus, pater optime (in the spirit of julien sorel). this movie has no plot. the lead character is not even intelligent enough to shoot himself.",0,76
"not really vista compatible: sure, there are some products that have glitches under vista, but despite the easy media creator 9 box indicating ""compatible with microsoft windows vista, it does not even install never mind run. despite copious amounts of complaints on the roxio website (wish i had found them before buying), roxio has not issued a patch to correct this as of this writing.i'm a 20 year it veteran and know to disable anti-virus software and firewalls before attempting installation. even with all startup software bypassed, roxio's latest emc9 installation fails.steer clear and read the roxio website's message boards full of customer complaints. oh, and don't bother to call. it's cost you an extra $35.",0,116
"looks good, comfy, but cupholders dont hold any cups!: looks good, fits well, comfortable... would be perfect excecpt the cup holders suck! none of the 4 cupholders will hold anything including bottled water or any size (big or small) cups. the slightest turn and they tumble right out.",0,48
"disturbing: if you don't like books about husbands cheating on their wives and that's okay, don't read it. i don't plan on picking up another jodi picoult book for a long long time. i was so distracted by the cheating that i couldn't focus on the legal situation that the story was supposed to be about.",0,56
"not what i expected!: unfortunely, there had not been any reviews before i bought this book. i would have wanted to know a little more from a former reader. i would say there is more information about slot machines on the book cover than useful information inside of it.light reading about slot machines, but the author does not tell any of the secrets promised to be found on this pamphlet.",0,70
"man does this is not good: it is not good. it does have a couple good tunes....thats about the only positive thing i can say about it. for all the hype they are getting, i expected to be blown away. it was not to be. oh well, it will make a good coaster.",0,53
"constipated my dog: my puppy (he is 7 months old) was on a beef and rice diet for a while. i decided that he probably could use some vitamins, so i started giving him these vitamins once a day. the day after i started him on the vitamins, he became constipated and did not have a bowel movement until the day after i stopped feeding him the vitamins. he was on the vitamins for a week - that's a long time for a dog to not go! the plus side is that they are easy to find and cheap, so if your dog does not have a sensitive digestive system, maybe the vitamins won't have this affect on him/her.",0,119
"use a band-aid instead: i was turned off from the outset by this book's suggestion that the author's version of spirituality and morality was the ""right"" one, and everyone else was off the mark somehow. then the advice itself was less than helpful.",0,43
"this ""movie"" made me sick !!!: kevin costner have made a crime against humanity. the real mistery to me are those numerous ""patriotic"" americans who suport this attack on mental health. god save america from costner because allah probably won't...",0,40
"not accurate: although i am sure the authors intentions are good, he states homosexuality is a sin and implies a homosexual can change. this is not the book you want to read first. prior to our son telling us he was gay, i didn't believe being gay was a sin and i certainly don't now. i was more upset by this book than informed. disgarded after 33 pages. i am not called to change my child but to love him. i knew when i read that a parent's behavior towards a child could lend a part in a person ""choosing"" (for the majority, it is not a choice- check out the website ""fortunate families"")homosexuality i knew this was not the book for me.",0,123
"oops...i hate this one too: pathetic. are you people normal? so what if she looks good, her songs are all the same. ok, i admit they are catchy and easy to listen to, and i can listen to it but i would never dream of giving my money for it. if you really want to buy a new album, make it binaural by pearl jam. oh, and she's not that good looking, she looks fake. think about it, you can see girls as good looking as her every day in the street (if you go out at all).",0,98
"nasty stuff!: this stuff is nasty! don't waste your money. makes me shudder the same as when i have to take some sort of vile cough syrup. wish i could return this non-returnable, non-edible product:(",0,35
"tried 3 different ones............all junk: 1st two i thought might be defective, but when the third one does the exact same thing, well you know its just poor workmanship. if you look at the coils in side only one side of all 4 slices gets hot, toast is very uneven and only toasts one side!",0,55
moldy upon arrival: i ordered two cases of these for my son. both cases were opened immediately and both had many packages with mold and the ones that didn't were sour. amazon quickly shipped me out two more cases with free one day shipping....both arrived with mold also. i just called and they were very apologetic and said that they would refund my payment. they must just have a bad batch. i will try to find these in a store.,0,80
"company?: this recording is not great company. i'm really confused: is it a broadway recording or a very poor amatuer recording? and if so, did this rubbish actually make it to the broadway stage? i feel for the people that saw it, and were expecting the rich full melodies that sondheim produced for this show. the musical director for this abomination should be called a mutilation director, because that is precisely what he did to the music of this show. so the only advice i give to future musical directors that want to revive and revamp a show: if it's not broke, please, please, please don't try and fix it! some things are just perfect the way they are. don't buy this cd. i did and it is now a coaster where it gets better use.",0,136
"great music, horribly produced: the songs on this album are all outstanding, but any specials or desmond dekker fans out there are in for a disappointment. the producers decided to run all the instruments and vocals through a reverb effect in an apparent attempt to replicate phil spector's wall of sound. in addition, most of the tracks are overrun by sustained synthesizer chords. ska's catchiest attribute is its sharp rhythms, but the morons in the booth ruined it by drowning out the quality. what's their motivation? lord knows, but i've always detested producers who try to become part of the act themselves by manipulating the message instead of fine-tuning it. close your eyes, and you'll think you're trapped in some horrible karaoke bar. these two classic acts deserved better.",0,129
"heavy and unbalanced and no good for me.: i guess other people love this shovel, but i can't stand it. it's really heavy. it's very unbalanced, with all the weight in the shovel head, making it very heavy to lift. i cannot get any leverage with it. i live in maine where you're often having to lift the snow to pile it up on a snow bank (sometimes banks that are 3 to 5 feet tall), or dump it over the railing off my porch. i find the bent handle means i'm having to lift much higher and it takes a lot more twisting to get the snow off. also, it's very difficult to lift the snow off my steps with it, and the bent handle makes it hard to shovel them from above, so i have to trudge through the snow down to the base of the steps and shovel from below. this is a lot more effort!when i use traditional shovel,i never experience any of the back pain that folks are talking about. like all things, you need to make certain you're lifting with your legs and your shoulders, not with your back!",0,195
"my story: book was a waste for me. nothing new in it. tedious listing of his good freinds page after page. hard for a long time knight and indiana fan to take this position. my perspective may be different because i have all the knight books and have read hammels columns when he ws writing plus for awhile i had all the indiana games with pre and post game coverage on my satellite. the mid 80s book, knight, his own man much better. better written and better content.",0,88
"how can a movie about pirates be this bad?: all the best parts are shown in the trailer, and then you have to sit through 87 additional minutes of boredom. this film isn't just bad, it is really really terrible.",0,40
"not enough detail: given the size of the book (>600 pages), i expected more technical detail. there is far too much filler material and not enough in depth information on exchange 2000. more information and details are required in the key subject areas. the author also tends to jump around between different subjects within the same chapter. overall, possibly one of the worst technical books i have purchased lately.",0,69
"much bigger than described: these glasses are described as holding 5-5/8 ounces. a serving of champagne is 4 ounces, so i was excited that i would be able to fill my guests' glasses most of the way while still giving them a reasonable portion.the glasses arrived this morning, and i could tell my looking that they were not 5-5/8 ounces. if you fill one to the brim, it is 8 ounces. i can't imagine how they arrived at the very specific (yet apparently arbitrary) 5.625 number.my two key criteria were that (1) i was looking for a glass that would hold around 6oz and (2) i wanted it to be tall and slender. so, i can only give this glass 1 star. it is tall and fat, and holds nearly 1.5 times as much as they say it does.other than that, it is as described.",0,145
"do not purchase for ereaders: this book is so poor in format for an ereader that i am recommending you not purchase it in this format at all. the pages don't line up properly. some pages have black backgrounds, some white, and several don't even wrap properly. the content is ok, but hard to follow because of previous issues noted.",0,60
"gnr disappointment: this cd was purchased primarily on the strength of the previous gnr reviews. unfortunately, the track isn't close to my expectations. i tried playing it several times, hoping to gain some type of appreciation for it, but to no avail. i now skip over that track, along with others. fortunately, there are some good solid tracks featured. examples follow, in order of quality entertainment; pmm,everlast,pm5k,korn,creed,zombie,bizkit and prodogy(many of which have a good high energy beat). the dismal performers, and ones to skip are eminem and gnr. the final two are so-so. i received the matrix cd with the same order, and found that it is much more intense and energetic. the matrix, by contrast, can be played enjoyably from beginning to end.",0,124
"inadequate technical support: installed the product. seemed to install and work fine at first, but then discovered sensitivity to the start up and shut down sequence of machines.have called technical support twice. get a rude message about high call volume followed by automatically being hung up on both times.don't buy if you really need the product to work in a reasonable timeframe.",0,62
svat wireless control: sorry: i ordered two...one is working fineone failed in the battery contact area within days.customer service there was good at getting me a new one.it is a shame that a seemingly well made product should fail due to a little thing like a poor spring in the battery contact.i love amazon overall...best in the business.wiliam wells,0,59
"will not work on ps3!!!!: i was really disappointed to find out that this edition of the film will not work on the ps3. being that the ps3 is the only blu-ray player i own, this movie was unwatchable for me.",0,41
"not that bad: i've had two of these. first did not work and the second died this month after 14 months of owning it.it's a really nice little system when it works. very comfortable and all, but after 12 months the mouse started sticking, there was a wireless response delay, and finally it just quit altogether.i would not buy this item if i could do it again.i've had this longer now. i returned my first one and the second unit i got has been great. so i thought honesty required i come back and revise. i'd give it 4 stars today",0,101
"expiration date: this product expired two months after i received it, allowing me to use only around half of what i purchased.",0,22
"the jesater is a good joke on paterson: the jester and his court used the ""f"" word many times, and this makes the entire book a big joke. this acronym was not in use until several hundred years later.",0,39
"ooops!: the kindle is not held securely in the book cover, and may fall out if you are not very careful. my kindle slipped from the case, hit the curb and became inoperable.",0,33
loving grandma: i found this item very cumbersome. when the rail is in the down position it is dangerous to young children playing in the room. it's a pain to put up and down and it lasted about a week before one of the hinges broke. definitely not worth the time or the money!,0,54
"dreadful production - deserves a minus star: this is not a professionally done video course. it's just neal ford sitting in front of his pc and droning on while he rapidly mouseclicks from one screen to the next.neal ford is not a gifted speaker. he talks in a nasal monotone which begins to grate after a while. to make matters worse the sound quality is terrible, really its below home video quality, and it's just hard to hear what he says. after one chapter i couldnt stand to listen to it anymore.imo amazon owes me a refund for this piece of junk.",0,102
witch bible: it was nowhere near what i was expecting. had i done my research better i would not have bought this. more like hippies from the dark weird sex side or something.,0,33
"deceptive, not really compatible with windows xp: although this product claims to be xp-compatible, it doesn't really work unless you first change your system settings to run in windows 98 compatibility mode, and set virtual memory settings back to 200mb. even though the outer box says windows xp, copyright dates inside the jewel case make it obvious this is really pre-xp software that has not been updated.since we use our computer for other things besides games, the only way my son can play is to wait for 5-10 minutes' worth of switching to an admin user account, changing memory settings, then restarting the computer. when he finishes, we have to put the memory settings back again so we can use the computer for other things.",0,125
wifi junk: could not get it to work. many other reviews say the same thing. don't buy!! still waiting for refund!!,0,21
"cuff didn't fit properly: although this monitor seems to have gotten good ratings from other users overall, the comfit cuff was very rigid and did not fit my arm at all and kept slipping down to my elbow. this of course lead to error readings consistently. if your arms are bigger on top this cuff probably will not work for you. i instead went with another brand monitor that has a ""soft cuff"". please do your research to determine if a ""rigid"" or ""soft"" cuff with work best for you. i will be returning this monitor because of the rigid cuff.",0,101
"recommended for beginners and newbies.: dr. j's bible study books are written for ""children"" according to the email reply i got back from turning point ministries. i would recommend it for children or newbies. what i do not like is that there is no indication of age group. that would be helpful. i also dislike the excessive use of cliche and old standby religious phrasing. i would recommend instead anything by john macarthur, norm geisler or michael youseff. the church has become shallow and routine. it's becoming harder to find good christian teachers.",0,93
tommy hilfiger berkeley front pocket wallet: the wallet shown on website is not the wallet you receive. very disappointed. should not be charged for shipping.,0,25
"get the original version not discovery's: it seems to me that discovery edits out a lot from the original bbc version (the one with david attenborough), now while i don't know if this is the case with ""life"" i know for sure it happened in ""planet earth"". i already have discovery's ""planet earth"" but i'm buying bbc's ""life"" and ""planet earth"".",0,61
"ha ha ha~!!!!: you got to be kidding right ~!?? if you are an intelligent human being, use common sense please ~! lol you can not loose one body part by wearing this kind of gadget! lol ~!!! you got to loose entire body fat mass by cardio work out, plus eat good. period. gee, i could come up with tons of silly gadget like this to become a millionaire for silly consumers !! can not believe people actually spend a penny on these things ~! lmao~!!! people are cute~!!",0,90
doesn't work with sony dslr-a100: make sure it synchronizes with your camera prior to purchase.i purchased this brand new and tried it with every possible combination on my sony dslr-a100 and it never flashed in sync with the a100. i am going to try it with some other cameras.,0,49
"haven't used it once since we bought it.: i bought this chair as a gift for my husband. he put the chair together but he hasn't used it since he constructed it 4 months ago. i am thinking about taking it apart and selling it again. the reviews for the chair seemed like a great ergonomic solution to back problems and too much sitting in the office. however, at 6'2"" the chair just doesn't work for him. the ball also seems extremely small, even for me at 5'4"". reviews that i read said that with wear the ball would stretch out and would allow more air to inflate the ball and increase it's size... but we haven't even gotten that far since no one wants to sit on it. looks cool in the picture, but looks cheap in real life.",0,140
"i want my money back.....: this book is a complete waste of money, though not too much time, as i only read the first 60 pages when i finally dumped it. if you are not a teenager, save your money. the story is so stupid, it reminds me of reading a kid's short story. i love time travel, but there is a lot of garbage out there, and this tops the list. unbelievable characters with no depth, the cell phone works in the year 1542, and the hero is supposed to be a sex expert who's sole job is pleasing all women? gag me with a spoon. this should come with suggested reading ages.",0,114
"if you buy this its your fault: i love the people that come in here and say the negative posts are all from the same ""few people"".. lol go check out the star wars galaxies forums and see if we are a vocal minority. soe spies. anywho... this game was the best one ive ever played, hence why i stuck around for a couple years. i had a blast... wish i could tell you it was fun now, but its absolutely abismal.make your own decision but dont say you werent told... do not buy this game.",0,96
"why did martin gardner write this book?: ask yourself the question: why did martin gardner write this book?-and also-ask yourself the other question: why was the urantia book put in print?once you correlate those two answers for yourself, you will understand which is closer to the truth.on a personal level, i still marvel that gardner could *debunk* the entire urantia book even though he has not read it in its entirety.he must be truly blessed because with the turn of a few phrases, he can singlehandedly discredit something that took 20 years and hundreds of personalities to put into print.it has taken me over 25 years, not just to read, but to begin to understand the contents of the urantia book.maybe, just maybe, he missed something in his hurry to publicize the personal lives of persons involved with the human level of publication.maybe, he missed 2097 pages of fascinating reading.",0,150
"christmas nightmare with vince vaughn: my title says it all. my wife and i sat down to watch a christmas movie together and decided to rent this.i wish i could get my 1hr and 29 mins back. this movie is bad, only reason i gave it 2 stars was reese witherspoon.vaughn still can't act his way out of a paper bag and the rest of the cast was painful to watch. if you want a funnychristmas movie to rent on amazon check out surviving christmas with ben affleck.",0,88
"barely competent: the biggest problem of this novel is that it's about a universe instead of being about people. the lead character and his quest never become more than a reason to explore a reasonably inventive worlds that pratchett created. the search for the joker's world is nothing more than a mcguffin and the ultimate reveal comes across as a grand finally, not a grand finale.beneath the surface, you can see the emerging charm of pratchett's writing, but mostly you're wading through disjointed and often confusing encounters with various alien races.give it a pass,unless you're compelled to read everything pratchett has written.",0,102
cheaply constructed: they built the main support beam and fastening joint with cheap plastic. broke literally the first time i used it. am sending it back.,0,26
"an insult to morricone: these are cheap and shallow versions of the originals, which can easily be found. steer clear of this elevator music unless you're shopping for your grandmother.",0,30
"i break em easy!: i push the limits my equipment putting 400,000 frames on 5ds and dragging my gear all over the world. most everything can survive what i demand. kata partially sold me on their products with a video on their website that claims military grade quality. this thing has a plastic joint when extended and i broke two of them (at the plastic joint) within a few months. kata was good to me and replaced it once for free but i broke it again. i had a big well made piece of luggage in this same role that held up against my abuse for over two years, and these carts last me about two months. granted i am putting a lot of weight on this thing maybe 75 pounds. the only military quality about this thing is the cost.",0,141
"send us something decent: i've been a fan of the bands for a couple of years but was very diappointed in this effort. a bit more produced than the earlier stuff but none of the songs rise to the level of previous standouts - really b tracks throughout. if your exploring the band some of the best work is; shannon said, holly park and leaving ohio.",0,66
"moss will live!: mittens is living, and bob marley will survive, and moss inc will take over the world!",0,19
regrets: this cd i regret to say is not up to reba's standard of performance. she's done much better.,0,19
"plastic taste is gross: i bought this to boil water for tea. the plastic taste has persisted. i contacted the company and was advised to soak water and vinegar in it. no improvement. this product is in my opinion unusable, unless you enjoy the taste of plastic.",0,47
"this is for young and true grinch fans only!: i enjoyed grinch night. i am one of the few. if you are a die-hard grinch fan, this will either be a great pre-christmas grinch fix, or, you will be offended that they could ever try to re-capture the ingeniusness of the grinch in a non-htgsc format. this is a halloween story, about how the grinch comes down from his mountain once a year to scare the whos. we all know that this not true, but it's ok. it isn't horrible, and the music is really fun. but does it cut the mustard as a long-standing grinch classic? heck no.",0,109
"mediocre / unorganized: if you consider 10-day, 20-day and 40-day donchian channel breakouts as 3 ""different"" systems, then yes, this book offers ~80 ""different"" systems. what peeved me was the fact that there were only 30 or so unique systems in the book. the other 50 were variations on the same theme. half the book deals with various sorts of funky moving averages... not interesting, and not very useful. also, the readability is extremely poor. it's a good buy at $15, but definitely not worth $50.",0,86
"i'd give it zero stars if i had the option.: i bought this as a replacement for a 12-y-o tried-and-true mr. coffee coffee maker. it is terrible: the design is such that the grounds easily back up into the water reservoir; the reservoir is impossible to clean; the carafe leaks so much there might as well be holes in it; and the venting holes in the back of the water reservoir are placed in such a way that nine times out of ten, as you are filling up the reservoir, you will splash water out the back of the coffee maker. we've spilled so much coffee and water underneath the coffee maker in the three months that we've had it that we've ruined the counter it was sitting on.total waste of money. save up and buy something better.",0,138
"next time, at least get a real fan to proofread your bootleg trash!!: i was just about to.............but then upon closer inspection, i realized there were a bunch of people that were duped into buying this as an authentic item. they were all selling this on a very very well known auction website. anyways, honestley if you are going to bootleg leg something even if its old vh1's video clips, atleast don't have the temerity to list all the information on the back of the case with one single error. it pipes of peace......not pipes of space. also for the time period they covered they excluded the videos o'uest di soeil & put it there,(which is one of my favorites, by the way). save your money on this,if you want the real thing your going to have to wait for macca to release the whole load as a compilation dvd one day. till then you'll just have to do what the japanese do, laser disc collect.",0,166
"cheap generic item substituted for tko: i received a cheap generic set of bars that look nothing like the picture, and are not marked tko. the box says ""push-up bars"" with no manufacturer name or identification of any kind. however, they slapped a little bar code sticker on the side of the box that says ""tko extreme training push-up bars"". i found a set of bars that look just like the ones i received selling for $10. very dishonest! another reviewer reported the same thing, so this was not a mistake or a one-time occurrence. buyer beware!",0,97
"forget: well, this aint jefferson airplane and definetely not jefferson starship. this is just mickey thomas trying to do his best and without good songs and the magic circle of freiberg/slick/kantner/sears he was falling down like roman empire. being finland's biggest ja/js fan i bought this album the day it was released down here and played three times. since that i have kept it far away from my other albums",0,70
"painful...: my parents, who are now in their 70s, used to listen to radio stations that played ""easy listening"" or ""ez listening"" music when i was growing up. i think ""ez listening"" was the predecessor or ""muzak"". regardless, please don't let my children think that their mother listens to watered down versions of classic, rock and roll favorites. i don't want to hear this in an elevator....but i think i could. jon and richie ""unplugged"" was classic..as vh1 as all reminded us...but this is a weak attempt to recreate the same effect.loved crush in 2001 and bounce in 2003...would love to hear some new classics in the old vein in 2005...",0,111
"this one belongs in the gas chamber: one of gary daniels' earlier movies, this turgid and inept bomb is poorly lit, poorly written, poorly acted and poorly directed. daniels, who has improved considerably over the years, is very bad in this one, about as convincing as a toddler in this role. the supporting cast, which also includes a pointless david carradine, is also awful. the fight scenes are so obviously staged, you can almost see the actors counting their moves. a real loser!",0,83
"no space: this book has only a folder pouch, no pages for putting pictures, displaying anything. my other son has one that has at lease 6 pages per year to attach memories. i'm selling this in the yard sale and buying another one.",0,43
"the item was never recieved, zero stars but it makes you put something: i bought this product for a friend in pakistan. i was appalled at how long the shipping was projected to take (more than a month) but my friend reports that he never recieved the cd. if shipping to pakistan is such a risky propostion i think customers might be told that amazon cannot assure us that a prodect will arrive.",0,73
"this is the sequel to sister act!!!!: for the few of you who actually enjoyed sister act 1, you will be sadly disappointed that there are none of the mad cap fun, zany antics, or wacky hijinks. although there is some lesbian tension that you know is there. the hottie from the fugees is in here and in full effizect. i highly recommend buying the first one if you like this ""stuff"".",0,72
confusing: confusing and hard to keep track of. i got lost many times and couldn't keep track of the instructions.,0,20
"not worth the time: i don't know why it won the national book award. this book is very slow, & very boring. where is the action? i forced myself to finish it.",0,32
hard to work with.: this wood bubbled and rolled up after being glued. total waste of money. just make sure it will work for you before buying.,0,27
"description misleading: description said some wear, there was writing and highlighting along with tears and a broken binding.",0,18
"a waste of time and money: computer books seem to break down into one of three major categories: theoretical concept overviews, exhaustive step-by-step learning guides, or pinpoint reference guides (e.g. o'reily in-a-nutshell). this book is a muddled mix of all three without achieving the benefits of any. it's too lightweight and disorganized to be a reference manual and too cursory to be a learning guide.i am over 100 pages into this and i am not quite sure if i have learned anything useful. it was clearly written without an objective in mind, which is evident chapter after chapter. it was comforting to see that many others share my opinion. i wish i had read these reviews before purchasing.",0,118
"very low quality, keep looking: this product didn't last through 2 batches of nuts. save your money and keep looking. even for sub $10 this is not worth the money.",0,30
"this is whats wrong with society: i am a big fan of alot of genres including stupid comedies like biodome,bill and ted, airplane, and son in law. but while i can take and even enjoy a mild amount of sick jokes, this crossed the line by about 50 miles. the saddest thing was that this was a hit. there were a few chuckles and one huge laugh,the wazzup scene, but otherwise it was just people making fun of small penises, penisis caught in thongs, and more penises. if you want a horror parody go see ""shreik if you know what i did last friday the 13th"".how this was not rated x i will never know. if this is where societies headed the human race should not survive.just say no!!!!",0,129
"good preformance, u2 getting to much of the mainstream.: this dvd live at slane castle is marred by unpleasant ""all that you can't leave behind"" tracks, which is where u2 have started to become a failure, and very predictable.especially with this how to dismantle an atomic bomb album, and vertigo tour.it would of been nicer to of seen a setlist containing more of their proper tunes.bad? stay? electric co.? still have'nt found? desire? exit? mofo?, c'mon!!! why ditch it so you can ""reconnect with your audience??!!"" thats not music!! lots of people like pop!!",0,94
a waste of time and money for both the studio and you!: not even the hotness of amber heard can save this turd of a flick! do not see it! you won't be missing anything!,0,35
"sub-par star trek movie: while better than insurrection, overall this movie stinks. i would actually give it two and a half stars. this one feels very forced, and while i appreciate the inclusion of the romulans in a movie, it simply isn't ever convincing that shinzon would want to destroy earth. even with the backstory they do provide, i couldn't believe he wants it that badly. the sudden addition of a new sub-class of remans is lame. one could write off the coincidence of a race of aliens, just happening to share their name with the mythical founder of rome. but when all of a sudden we learn of an off-breed of the same race that shares it's name with romulus' brother remus it becomes laughable. and perhaps it's a bit cruel, but brent spiner has gained weight since the series ended, and it's just odd to see the android data with a second chin. sorry, no good.",0,158
"wow! bad: when i first saw the trailer front this i thought it was a high school drama group using personal cameras to tape themselves. then after watching imovie i realized a high school drama group would put on a better show than this crap. the acting is bad, the story is bad and the dialogue is awful. the boost annoying thing is the fact that not one person can say their lives with any realism, it's like they brought people off the streets and said here's a script....now action.....two thumbs down, should of spent money on getting actors not big ass cars.",0,103
case is cracked...hope the cd isn't...: case is cracked...hope the cd isn't since this is a gift for a family member. we'll find out on christmas...,0,26
"linda5589: i just purchased these double knee along with 2 regular pair of dickie workpants. all three pair were 32 x 30, but the pair of double knee were more like a 34"" waist. so i am returning that pair and will try again. after reading all reviews, it seems as though the problem with fit isnt new to this company.",0,61
"worked for a few months: this warmer worked well for a few months. the switch stopped working and the warmer would turn on as soon as it was plugged in. now the heating function never turns off, so i have to watch the bottle carefully before it overheats the formula. i still use it, i just don't walk away from it because i know it won't turn off on its own as it should.",0,74
disatisfied: i didn't like it because it will not allow you to bookmark a page so that you can continue where you left off. plus it will not allow you to highlight anything so that you can go back and review it later. it's pointless to read anything because of the two reasons mentioned earlier. this is the earlier version. from what i understand the later version will let you do these two things.,0,74
"sell outs!: oh my god i am a big poser teeny bopper and i just love mark hoppus he is soooo hot. i also love whats my age again and all the small things just because i watch mtv...not! come on but everyone who is a true fan knows they sold out and that their oldest cds dude ranch, cheshire cat, and buddha were sooo much better than this. i bet the people who like blink from mtv have never even heard of buddha and cheshire cat. now just because i am upset about this album doesnt mean blink is one of the best bands but there are posers who like this cd for 2 songs. peace out.",0,118
"nothing special: fantasia sings with her heart, but the tone of her voice sounds nasal. i wouldn't recommend it.",0,19
not very effective: didn't really work like other products i've used. i ran out of my regular spray and thought i'd try this and it had little to no effect on my dog. i'm definitely going back to the previous product.,0,41
"flimsy packaging of dvd.: the packaging for the dvd was not glued or incased, it is flimsy, not like a professional dvd. at least for the cost it should be presented in a attractive manner. the quality of the dvd is fine. but as it was a valentine's day gift for my boyfriend, i was quite disappointed in the packaging of the label with the credits and photo of the film, is just there falling off.thank you, eve holmes",0,79
"don't waste your money on this: although the purpose of this toy is great, the quality of it is not! while playing with it appropriately, my daughter ripped off the ball release within a half hour on the first day she got it. i emailed the company and they sent me a free replacement. the replacement only lasted for about a month. i definitely would not recommend this to anyone!!!",0,70
"nice case if would last: i really liked this case but the swivel broke after just a few months of occasional use. usually i use one of those rubberized skins but when i traveling i used the case. so if you consider a case for your phone as a consumable item that needs to be replaced every few months, i guess this would be good. fortunately it's not too expensive.",0,70
"terrible quality: the sound recordings on this album are terrible. there are far better versions of the same songs on just about any other bing and frank album. i am a fan, and was very disappointed.",0,36
