,txt,sentiment,num_of_words
10877,"rash: something in this brand gives my kid a rash. the rash is not wetness related, but seems to be from something in the band of the diaper.",0,28
10894,pampers: i have been using pampers since my baby was born. they are perfect. i loved the product and i suggest to every mother and father.,1,26
10919,"very satisfied!: it came on time, and it was in the condition that they indicated it would be. i am very satisfied!",1,22
10922,something wrong with these diapers: the swaddlers are so much better! these are not comfortable and they leak. i would not recommend these diapers to anyone.,0,26
10928,"not what i ordered: this is not what i oredered, but this is the third time they continue to send them to me, dont know why",0,26
10932,super duper diaper deal: we really like all the pampers diapers we've used. they are comfortable for our baby and they seem to do a great job.,1,27
10983,disatisfied with pampers: i would not recommend these diapers as they have a strong scent that irritate baby's skin even if not the sensitive type.,0,25
10999,"excellent!: does not leak, lasts for a long time and prevents smell. this pack is the best value i have found. love it!!",1,23
11077,great pampers: i use those diapers for years. they are good for my daughter and other babies. this one is bought as a gift for our friend.,1,27
11082,"great diapers!: i got these diapers for my son, he has used them before and did great with them. i got a great deal on them!",1,26
11139,best diapers: this is my baby's favorite diapers.it fits very well and flexes for a snug and comfortable fit.ultra absorb core for outstanding leakage protection.,1,25
11163,love it: worth what you pay for saved lots buying big i will keep buying bulk when it comes to diapers thanks,1,22
11164,leaky diapers: when my baby did #2 they always leaked. i switched to pampers swaddlers and they are perfect. i ordered these by mistake to begin with.,0,27
11202,great deal!!: great deal!! they arrived in less time than quoted to my door! you just can't go wrong with pampers and i am loving amazon!! :),1,27
11215,lots ot leaks: in general i like pampers items and quality. but the baby dry version i seem to have a lot of leaks.,0,24
11256,"it's great: it's great. it is heavy snow outside, but the diaper arrived on time. very thing is good.thank you for your service and product.",1,25
11278,great gift: i loved that i could send all these diapers to a friend across the country for such a great price. and pampers diapers are my favorite.,1,28
11303,difficult: i wish this was broken into sections like the copy i borrowed from the library. it's kind of overwhelming the way it is printed without any breaks.,0,28
11307,not a dan brown: i bought this book based on buyer's reviews. i was very disappointed. this book is filled with much violence and little mystery/content.,0,26
11308,not the same book: this was the same literature but not the book that was pictured on amazon website. very old version and took forever to get here.,0,28
11319,nice: this is a good app that works well with the system and we have had no problems with this app so far.,1,23
11330,"excellent older edition: this is an older edition of ""leaves of grass"" , it downloaded fast and i was able to read it in a minute or so.",1,28
11338,"olympic dvd: too little of the the major events that i was interested in, and too much of the little events",0,21
11347,"great book!: i just finished this book. great story, great humor and all around great reading. i highly recommend it.",1,20
11401,"works but messy!: bonds sole of shoes well, but it was difficult not to get the glue on other parts not intended to be glued.",1,25
11416,split at fold: i bought this for my husband and when he went to use the tube split in right trought the middle.,0,23
11464,"good insights: if you're looking for good insights on criminal behaviour, this is it. i liked it and learned a few things i hadn't already explored.",1,26
11471,boring but had many details: i thought this book was very boring. i was only fascinated with the details of the cases. i think it was poorly written.,0,28
11507,"a favorite: this was my first tony o'connor cd but i have gone on to buy many more, all his music is relaxing and lovely",1,25
11572,good: works well. i used them with my washer and dryer so i could clean behind the washer and dryer great for the price,1,24
11592,"moon spells: this book is very good, interesting, and helpful i recommend this book to those who love and live under the moon.",1,23
11627,"a disappointment!: the title is misleading. there is no joy, no discussion, no valuable information. it's just a list of juicing recipes.",0,22
11652,"very nice: these are perfect for painting, and the price is very good. i would recommend this product, but please leave some more for me.ed",1,25
11670,"good read.: this was pretty good stuff. i didn't agree with everything, but it did cause me to think about some things.",1,22
11713,"another bernbaum masterpiece: great recipes, easy to follow. if you like the cake bible this is a perfect companion.",1,19
11764,classic: a huge fan of john coltrane and all his works. my only pet peeve is this album isn't as lenghty as i wanted it to be.,1,27
11770,coltrane- love supreme: this is a great album- coltrane goes into a sort of african vamp- and even sings during part of the album.,1,24
11774,"i'll make this short and sweet: the second track, ""resolution"", is probably my favorite song ever recorded. buy this album if you have any remote interest in jazz.",1,28
11789,"not worth it: this case offers very little protection, and most of the phone is exposed. not worth it...",0,19
11796,"excellent!: just what i was looking for in an orchestration book, the translated words of rimsky-korsakov. great price, nice cover and durability.",1,22
11801,"music: the music was slightly different than i expected- more modern, i guess. i like it though and will listen to it.",1,22
11844,"it sucked!: i hate the book. it was the worst thing i've ever seen! what ever you do, do not buy this book!!!",0,23
11848,"cheaply made!: these weights break apart very easily...the material is very cheap. they don't last and not worth the money, even on sale",0,23
11855,love these: i had looked all over houston for these and could not find them. they are just what i wanted.,1,21
11887,lamp reflector: this is a great price for an item for a very difficult to find flashlight.i will definitely purchase again from this website,1,24
11899,"this is epic!!: this soundtrack is just like playing the video game in a short period of time! if you love this game, you'll love this cd!",1,27
11903,great quality and shipping time: i would like to thank the seller for the great quality and the fast shipping :) i really liked your service,1,26
11952,great!: i received the cd in within time frame given. great cd and a good experience. love buying through amazon. very happy with the purchase.,1,25
11967,it sucked: this movie stinks. it was so bad that i hope i never have to watch it again for the rest of my life.,0,25
11994,morillo rocks: if your a morrillo fan then this cd has tons of awesome tracks to keep you moving all night.,1,21
12076,annoyed: this is the most nasty catholic bashing novel i have ever read. there must be a better way to get an opinion accross.,0,24
12091,"the first book report i ever made!: i really liked this book because i like animals, and i really do want to be a veteranarian! read this book!!!",1,28
12118,"good stuff: no problems whatsoever... it came in fast, with no defects and held up really well in the wash!",1,20
12134,very interesting and informative: i have always been interested in weird things and this fills my need,1,17
12175,"great: works great. got this one to upgrade from a normal/low definition unit. it is compact, easy to use, stylish and is a fine product from tivo.",1,27
12245,"disappointment: this trip down memory lane did not work for me. what was funny when i was a child, now pretty much not at all. fodder for goodwill.",0,28
12263,taste great: this is really nice to have when you just want something a little different. it makes drinking a cup of coffee step out of the ordinary.,1,28
12266,"gad zuks, batman!: no calories, no carbs, just great taste to add to coffee anywhere you are. i keep it in my purse. this stuff is great!",1,27
12278,makes me feel younger and more energetic: great on any food that has a salty taste. i don't recommend on cereal or sweet things like in shakes.,1,27
12359,"not what i expected: i was looking for music to exercise with and this cd did not meet my needs, i am not sure who would like this.",0,28
12367,"chilling, too real: this was a good movie, albeit disturbing and hard to watch. the cast is good....too good at times. not for the feeble-minded.",1,25
12383,liked: i liked this book. the characters are very enjoyable and the plot was interesting. it was a little predictable though...,1,21
12421,ransom: good story wish it would continue into another story line. love this book but where is the next one to follow,1,22
12430,one of the best....love it: well this is one of the best from ms garwood. just love it...... can't wait for her next book .,1,25
12482,"for my daughter: my daughter loved these dvds so much, we have ordered every set, not to mention it comes with a figure.",1,23
12531,excellent!: this book was very encouraging and an easy read. a must read for those who want to be encouraged in their prayer life.,1,24
12543,"caine is fantastic: all i can say is caine is the bomb and he makes alot of his ""i need beans"" expressions in this film!",1,25
12618,"good movie: the movie bill engvall: 15 degrees off cool, is i think by far one of his better movies. he is such a good comedian.",1,26
12620,bill engvall 15 off cool: this is one of the best i have seen. side splitting funny. will watch over and over.,1,22
12621,"great video: this is the best video he has done since ""here's your sign."" i would recommend this video to everyone i know.",1,23
12626,"marketing textbook: the book was in perfect condition, however, it didn't come with the user access code for internet review websites.",1,21
12658,alpine cat scratcher replacement pad: this was a very good product at a reasonable price. the vendor shipped in a very timely manner. very satisfied.,1,25
12683,"compare to ""brave new world"": read it to compare it to huxley's work. i don't think this matches ""brave new world"", but make your own determination.",1,26
12692,daughter of time: the book is very boring for my taste but its essential for what you may have to study for the class.,0,24
12720,"poor quality: i have only had them a week and already they are falling apart, i would not recommend them to anyone",0,22
12723,men's pajama set: these pajamas are very comfortable. i wash them in the machine with cold setting and have no problems with how they come out.good buy!,1,27
12726,i wont do it again: i was unable to return the item because of restrictions imposed by their return policyi made a mistake by buying it,0,26
12841,"bad movie: when i received the movie, it wouldnt play in any of the dvd players that we have in the house,,i think the movie was a fake!!!!",0,28
12857,love it!: it was very funny and fun to watch. i my kids and grandchildren really liked it too. they want to watch it over and over again.,1,28
12859,movie doesn't work: i love this movie but the disk isn't even recognized by any system i put it in. this dvd will not play.,0,25
12872,"perfect: the item was delivered earlier than expected, arrived exactly as described (new), and a perfect transaction. thank you!!!!!",1,19
12898,long live mario brothers: i bought this for a friend. she really liked it. i like her. everything's just fine.,1,20
12915,"worst. movie. ever.: this being mario i thought this would be good.i was very, very, very wrong. very wrong.",0,19
12925,"great movie: this is just a great movie, nothin needs to be saidjust watch the movie and you'll know whyo yeah, did i mention, its an awesome movie!",1,28
12931,???: this movie is awful. not exactly sure why nintendo ever allowed this to be released. has nothing to do with the game.,0,23
12970,"i enjoyed it: i enjoyed the book, it was easy reading, and it helped to clarify why i keep getting the same results in my life.",1,26
13004,"horror movies: a classic movie, still spooky after all these years. you can see the difference between good and evil through-out this film.",1,23
13010,"so....: i do not know why this is a classic horror. it's pretty stupid. the characters are vacuous, the plot line is clice""d, the ending was retarded.",0,27
13041,one of the best: i use this book almost every lesson for my algebra classes.one of the best for extra practice.,1,21
13127,great book: one of the best and most interesting books i have ever read. i highly recommend it to anyone.,1,20
13153,gripping: i could not put this book down. fascinating depiction of human beings struggle for survival. if you enjoyed into thin air you will also enjoy this one.,1,28
13169,for stevie: bought this for my daughter for a course she was taking at uf called women in films. it arrived very promptly at her address.,1,26
13170,great movie: this is one of my favorite movies of all time. i could not believe the price i picked this cd up for - very reasonable.,1,27
13189,one of her worst - a cut & paste job: this is old articles from her magazine and the advice was not very good. there are better books.,0,28
13213,great condition and prompt delivery: the product was in good condition and it came in the mail in a timely manner.,1,21
13229,"great!: this is a great, immensely useful and functional product. tivo could use some work but this product is without match.",1,21
13271,great little device!: this item is great. i had no problem getting it set up and running. the price was lower than at other websites.,1,25
13274,"works great, easy to setup: couldn't be any happier with how this functions, and the setup was as simple as it gets.",1,22
13294,my second one: this is the second one that i purchased. i love it. i can see both tivo devices and shared recordings between the two.,1,26
13317,excellent product and easy to install!: this was so easy to install and it works great. i higly recommend it.,1,20
13367,waste of time: it was free so out of curiosity i downloaded it only to realize it's a waste of my time to even read this nonsense!,0,27
13378,excellent: i bought this to give temporary window coverings for our living room windows. it was inexpensive and easy to install. i'm very pleased.,1,24
13384,"never receieved: i am yet to receive this product. i'm sure the movie is amazing, but i'm still waiting to get it.",0,22
13505,compression shorts: this product works as advertised but is starting to wear and breakdown very easily. durability is the only concern i have with it,1,25
13507,i love it!!!!: i love it. it is thick and tight. i would buy more but it is a little too expensive. yes,1,23
13609,great service: received the book very quickly. i ordered it for my son for school. so i haven't read it. but it is what he needed. thank you,1,28
13617,very enjoyable: this book is thoroughly enjoyable. although it is only a short novel. you will fall in love with the characters and the story.,1,25
13632,of mice and men: this classic never gets old. i read it as a child and i still enjoy reading it to this day.,1,24
13644,"very good: this book is very good, i couldn't put it down. the whole book was perfect, it was old fasion.",1,21
13686,a classic: this story is a very good classic that sucks you right in. it has great morals and messages. a must-read.,1,22
13718,couldn't be happier with this product!: book came on time and was in great condition. i couldn't have been happier with the sender.,1,23
13735,of mice and men: i thought this book was pretty dumb. it had no point. it is a wase of money. it is vulger. i don't like it.,0,28
13741,"bad ending: i hated the ending of the book, it was awful and depressing. i thought it was going to turn out better!",0,23
13751,a classic: must read! one of my favorite books. all of my sisters really loved it too! very enjoyable for all ages.,1,22
13759,"magnificent: i am 17, and all i have to say isread this book!for best results read the book and watch the movie.",1,22
13760,"good book: it was a short and interesting story, not complicated and easy to read. you would like it too. i recommendit.",1,22
13816,terrible...: this trick is terrible. not what i expected at all. the picture is completely decieving and is not a cup. i would not recommend this at all.,0,28
13841,just a gift: it is a gift for my granddaughter so i know it will be funny and she will be happy. she loves adam sandler,1,26
13849,dumbbbbbb: this is one of the worst adam sandler movies out there. this is a rental only and not worth buying.,0,21
13878,"i would love 50 first dates with drew: now i can see her today and the next day, and the next day, and the next day...",1,26
13891,"excellent: since this product came with the product above, obviously it arrived on time and was just what i had ordered.",1,21
13902,the angel slipped: this is a light weight film with a heavy weight star. the film is not worthy of the great paul muni.,0,24
13972,hate it: the cover of this cd is misleading. the songs are not the ones listed. i am very disappointed with this purchase.,0,23
14014,fantastic!: i can say this is probably the best cd to come out in a while! they definatly did a terrific job!,1,22
14019,wow!: i love every song on this album and think clay will produce even better in the years to come. go clay!!,1,22
14065,fantastic: every song in the album is wonderful and he has such a beautiful voice. i never tire of listening to it.,0,22
14069,great cd!!!!!!!!: clay aiken does it again! this is a great cd and recommend it to any one with ears!,1,20
14077,clay has done better: i like clay. but i was not to thrill with this cd. rueben seem to be more impressive,0,22
14142,five star cd!: i love this cd. a very refreshing and unique sound from the newest superstar in the music industry!,1,21
14147,great: i was so pleased with this cd when i listened to it. his voice is amazing and the songs are great too. i highly recommend it.,1,27
14429,"clay's cd: i was disappointed in this cd. clay has a good voice, but this cd wasn't as good as i expected.",0,22
14578,this album is a must have!: a very nice surprise and excellent music. this album shows off the many vocal talents of clay.great stuff!,1,24
14610,this cd is da bomb!!: elder is very talented and i know that he will go far in his musical career. congrats! from mari at sourceone!,1,26
14655,special: i found this movie slow paced. the plot failed to catch and keep my attention. i am glad i did not buy this title.,0,25
14658,not worth 1 star: this book is not worth the poor trees that died or it.the chandlers are con-artists and bullies. save your money and seek the truth.,0,28
14722,"my favorite: i have read thousands of books, including all kinds of literature, but i am nearly sure that this is the best book i have ever read.",1,28
14759,great documentary!: this is by far the best documentation of the peoples temple and the jonestown tragedy!,1,17
14768,good music: i received this item as promised and enjoy this type of music by mandolins with hymns and it is very relaxing,1,23
14879,great gift from a great lady: everyone read this book !!!! then read everything else that sylvia has wrote. there is always a blessing to be recieved.,1,27
14882,syliva browne's book of dreams: never received item and was high disappointed that i never receive a response to resolve the situation.,0,22
14884,book of dreams: i was a bit disappointed in this book. the beginning started out well and then i lost interest in the subject matter.,0,25
14918,excellent: it is a wonderful look at the traditions and history of goju ryu. a must for students of this art.,1,21
14919,a good book: for one that want understand a little more about karate this book could be a great help. well written and a soft read.,1,26
14932,"nice shirt!: of course, it is just another white shirt--but a great one for the price, and my husband loved it.",1,21
14933,"don't listen to the haters: for $6.00, this shirt is great. yes, it is thin, but it looks absolutely fine. i have the ecru and wear an undershirt.",1,28
14938,"price of < $10 is good but the shirts are thin..: though good workmanship, i was expecting a heavier material for this brand name.",0,24
14939,cheap!!!!: fabric is one of the cheapest. stiching is very bad and sizing is off. not even worth $7.50 sale price.,0,21
14953,great shirts: great shirts for the price. equal quality of the more expensive shirts at a fraction of the cost. i consider this purchase a real buy.,1,27
14973,"love this book!: one of my favorite books of all time, view read it three or four times. everything jules verne writes has wonderful characters, and magnificent settings.",1,28
14978,"e book: i put this on my tablet to read. i never read a real book, but enjoy ebooks, no clue as to why.",1,24
14979,good book: it was really good. and i think if u like jules verne's stories you should read twenty thousand leagues under the sea,1,24
14987,"gotta love the library of congress: seriously, i may never read this, but i do love how easy it was to purchase and put on my ipad.",1,27
14995,"my review: i read this book, and this is my second favorite book! my first is journey to the center of the earth",1,23
14996,"good choice: a classic is a classic, but additional features in this edition make it a great choice. nice illustrations, too!",1,21
15012,good: this is a good book but it gets boring at times. if you like science fiction then you would like this book,1,23
15108,wasted my money: the disc was a region 1 and i cudnt watch it!!!!!!!!!!!!! and i could not change my samsung player to multi region.,0,25
15131,great: the item arrived on time and the quality was outstanding. it was very professionally wrapped and set up for mailing.,1,21
15132,great: very good product. just a advertised. was worth every little penny i spent! very happy with this purchase! awesome! pleased!,1,21
15155,great movie: chronicles of narnia: prince caspian is a great movie because it was in blu ray and everyone should watch and own it.,1,24
15192,excellent: was the same product as advertised and it arrived in perfect condition. price was much lower then auto parts stores. easy to install and looks awesome.,1,27
15196,"another great hornblower book!: like all the hornblower books, this one entertains with sea battles and adventures. i'm looking forward to the next book in the series.",1,27
15265,great!!!!!!: one of the most fact filled books i have read on the redhead topic.being a redhead myself i love learing about my strands of copper.,1,26
15283,light: this is a great light weight facial sunscreenand day time moisturizer.not heavy and gooey like many facial sunscreens.,1,19
15309,not very good..: i could only read an hour of this poor paraphrase. ive read many paraphrases and this is one of the worst.,0,24
15310,"love, love it!!: this was a very nice surprise. it is very good quality. my little grandpuppy cockerpoo looks adorable in it.",1,22
15318,awesome: just an amazing item and would recommend this to anyone and the service was great as can be! just awesome!,1,21
15319,enjoyed it: i enjoyed this dvd it was amazing to watch i would recommand this dvd to any and all wwe fans.,1,22
15356,yummy: their not only good for you but their yummy.they smell like cloves when their cooking and taste a little sweet.,1,21
15455,satisfied reader: it's a very good story hard to put down story line is great really got in to it great read,1,22
15526,"bizarre: i love period films, but i did not enjoy this one. the plot was thin, i thought the acting was well done.",0,23
15527,"language: in this country where english is a foreign language, it is good to know that some fight to preserve its propriety and eloquence.",1,24
15585,"this is a wonderful novel for everyone of all ages!: after reading summer of my german soldier, i would definetely recommend it to young adults and adults alike!",1,28
15686,"cult film....: saw this when i was just a kid. finally got my own copy. a good addition if you like ""b"" rated sci-fi movies.",1,25
15697,freedom hater: the author of this book hates freedom and his book is unsupported by the constitution and the bill of rights.,0,22
15730,just this..: the only disparaging thing i can say about this book is that it caused me to purchase a better dictionary.,1,22
15897,great read: bought this for my mother. she loves to read and this book was great as she could connect with it..,1,22
15937,cataclysms- great title: this is a fantastic book- it was bought as a gift- they also loved it! hale's photos are really superb!,1,23
15938,great!: this is a really cute book with beautiful pictures. i like the quotes that have been included as well.,1,20
15970,crazy elephant cd: there is only one song on this cd worth listening to. do not buy cd. i was very disappointed in this cd.,0,25
16042,"good game for young kids.: i bought this game for my speech kids to play. it is simple, fun and doesn't take up much space.",1,25
16088,good and stable: very easy to use. the cooked rice is delicious. the only problem is that it cooks very slow.,1,21
16245,"sherry woods: i wanted to read all of sherryl woods books and have been searching used book stores, several libraries and you had the books",1,25
16257,hell yea: he done it again. grillz is one of his best songs. the album is worth the money. way to go nelly!!!!,1,23
16287,not bad at all: i like using it. only complaint is the straps to synch your bike are way too long and get in the way,1,26
16309,liked very much.: this is my second version of this opera. i like both versions. amahl was very good in this version. ok,1,23
16340,"too small: i was so disappointed, much too small, not as described. i did not believe this was to be a large.",0,22
16353,totally engrossing: i loved this book - didn't want it to end! a definite must-read for fans of historical fiction and suspense.,1,22
16394,loved it as a kid.: i read this book in elementary school. i loved it. i've now purchased it for my kids!,1,22
16413,"spongebob!: the spongebob movie was just what i expected. awesome! patrick was funny, spongebob was funny... it is a spongebob fans must-see movie!",1,23
16432,best cartoon movie ever!: i really like this movie because it is funny. i think that this is one of the best movies ever.,1,24
16435,movie: just what i needed for a gift. it was just what my nephew wanted at a reasonable price. thanks for being competitive and having what i needed.,1,28
16438,spongebob squarepants movie: i did not like this movie but my little brother did! so i i recomend it for 9 and under!,1,23
16455,bose wave radio: the reception has not been very good. i am disappointed.may be it will help to move it around.i hope so.,0,23
16478,ocean's 11: poster was in perfect condition and it was sent to me in just a few days! great seller! a+,1,21
16521,absolute waste: i purchased this product last week and discovered that it was garbage. the strips shape is terrible and it does not remove the hair. complete waste.....:(,0,28
16527,useless: it does not work at all! or if i used it wrong? anyway i threw away the whole box. waste of money.,0,23
16555,i'm feeling supersonic!: this is one of the best albums of the decade! every song is ear shattering and every song will take hold of you!,1,26
16589,book not received: i have filed a claim for a refund. the book was never received and the seller did not respond to my 3 emails.,0,26
16648,love this movie: not your typical high school gay movie. it is well acted and very interesting. would recommend it to anyone that is into stuff like this.,1,28
16659,don't like it: wasn't what i expected . i really don't like it. it seems boring. so far i don't want to play it,0,24
16692,slow: a little bit slow at some points but other than that pretty good. i like the part where mercy is in love with john,0,25
16739,horrible book!: this is the most boring book i have ever read! nothing really happens in the end. how could anyone like it?,0,23
16770,full slip: i love vanity fair full slips but this one was just to small for me. i will be looking for a larger size.,0,25
16771,very nice: i love this slip. i bought this slip to wear under my dresses that came to my knees and this works very nicely.,1,25
16780,a good chicano movie: i enjoyed the movie thorouhly.would recommend it to anyone especially chicanos who can relate.makes me want to see the musical.,1,24
16804,one of the best live albums ever: this is quite simply one of the very best live albums ever. plain and simple!,1,22
16812,"just perfect: it was just as i expected, arrived aearly and it was as they said it will be, it's just perfect",1,22
16852,tesla: i have always liked tesla and i bought this album to listen to the acoustic recordings. the best is catching them live!,1,23
16870,great read: had a hard time putting the book down. i liked the pace of the storyline and greatly enjoyed the creativity with landscapes and characters.,1,26
16884,a princess of mars: a princess of mars is an old sf story which i had not read in many year and which i still enjoy.,1,26
16890,great!: my son loved reading this after he watched john carter the movie. thank you for making this easily available for him.,1,22
16892,a good read: for a first story written almost a century ago. it is an interesting look back on life pre-knowledge of what mars is really like.,1,27
16895,good reading!: it had been a long time since i have read anything better. would recommend this to any trekkie! best book!,1,22
16907,a princess of mars: good book to read before you see the movie. enjoyable concept and rich descriptions of the creatures and the scenery.,1,24
17023,superb…: the author is an amazingly talented man.. the book is deep and superb… i highly recommended for those that are interested in gegg's research… he is superb..,1,28
17025,"title is misleading: this book is about 2012 end-time predictions rather than actually ""decoding the lost science of prayer and prophecy"". just a disappointing read.",0,25
17027,"a great book.: great information, great author. this book is yet another opportunity to realize how much there is to know. i recommend this one.",1,25
17073,good: it is a good book for running. it helped me prevent shin splints and i now run with much less effort.,1,22
17146,"loooove it!: had the cassette when i was 16, missed having it and had the chance to purchase it again. fast shipping, great condition, just love it!",1,27
17172,waste of time and money: if you have no taste....no morals......and are tone deaf and have time to waste then this movie is for you. what a bomb.,0,28
17237,"great set!: this set is big! it's very well made, the pieces are nice, the board is durable. i would recommend this set, especially for the price!",1,27
17238,"backgammon attache: this backgammon set is beautiful and if you like backgammon, then it is a great addition to your game repitoire and worth the value.",1,26
17241,"a great classic: great addition to my music collection, classic songs i can listen to over and over again, great value for what i paid for.",1,26
17268,"ok: it is a decent little kit, but not worth the $ you pay for it. little disappointed, could have used more in the kit.",0,25
17296,"late arrival: i received this book in late december, months after i ordered it and long after i needed it. i contacted the seller and received no reply.",0,28
17321,didn't work for my tenia versicolor: it may work for some but not for me. i used this product for about 8 weeks with no results.,0,26
17344,"great cd!: this is a great cd, showing the traditional side of bluegrass and the direction it is headed! i would highly recommend it.",1,24
17353,batman begins: i went crazy in the theater watching this movie. would highly recommend it for anyone who is a fan of batman.,1,23
17368,good movie: if you love batman then you will love this movie! we did for sure. it was awesome and we will keep watching it over and over!,1,28
17385,"great conclusion to a great series: a great conclusion to a great series. if you enjoyed the first two films in the series, this a must-watch.",1,26
17408,"what!: it thought this movie was going to be cool,but the beggining was so boring i fell assleep! but the end was cool.",0,23
17420,"unbelievable!: very good moving, it puts a human spin on the batman franchise. i highly recommend anyone to see this movie.",1,21
17456,great buy!!!: this was such an awesome deal. my son was ecstatic over this gift and i'm very pleased with the price. 2 thumbs up.,1,25
17458,"pleasantly surprised: i'm not normally a big fan of comics or the movies they inspire, but i was very pleasantly surprised. highly recommend it.",1,24
17462,"great movie: if you like movies based on comics, well this movie is for you! i had this on dvd an now on blu-ray.",1,24
17466,"i love this movie: the new batman movies are awesome. i love batman, i hope they come out with a third movie soon.",1,23
17478,"just wow: this movie was good, and the second one was even better. the third one was a piece of poop though",1,22
17494,"great film: as the title says it is the begining of batman, you have to see this oneto the other ones.",1,21
17520,batman begins!: this movie was awesome!!! but is the deluxe edition going to be available for full-screen????????????????????,1,17
17539,great trilogy: the dark knife trilogy is by far one of the best trilogy's ever! with great action and suspense these are must watch movies!,1,25
17540,review: this is what i would call a classic must see movie. it is a unique story line and the directing and acting was great!,1,25
17544,batman: what a great movie. blu-ray is the way to go. i would not hesitate to purchase from this retailer again. i am very please with the purchase.,1,28
17545,"good movie: i had never purchased a dvd online before, and was pleased to find out that it was not damaged in any way. :)",1,25
17547,batman begins review: i love the story very close to the comic book. i like the price i paid for it. it is a good buy.,1,26
17573,"good: i have had this for 13 years, and it is still doing the job, and made in the usa. always buy usa products.",1,24
17643,perry mason: this is a wonderful series that has great shows. its a shame that the producers don't make them more often and are dragging out the process.,1,28
17649,"perry mason: great condition and received it on time, very pleased with the service, would recommend amazon.com to every one and the price was compatible",1,25
17702,walking in victory: i refer to this book often to get god's perspective on grace and my new identity in him.,1,21
17794,amplifier: i was able to get the product very quickly and install was a breeze couldn't have asked for it to go any other way.,1,25
17823,making the invisible visible by keith devlin: what a wonderful book. you just have to read it and then you will understand.,1,22
17835,"not a relaxed fit.: the overall quality is good, but the fit is tight. if you want a relaxed fit, these may not be to your liking.",1,27
17908,"pretty good: i like this product, but i wouldn't use it daily. i learned this the hard way. it is stronger then you think!!!!!",1,24
17955,not worth the effort: took toooolong to get and then the flashlight was still a dud! too bad as when ti worked it was nice!,0,25
17976,sorry: i never get the item but was my fault i order to other adress sorry but i guess is a good product,0,23
17994,"bought as a gift.: this is a lovely book. not very big, but lovely photos and details with good ideas. the recipient was very pleased with it.",1,27
18003,an awesome cd: this cd is an eclectic mix of all different types of songs. one of the most original albums i've listened to.,1,24
18013,i love her....: the whole album is amazing and hyper ballad has got to be one of the most beautiful songs ever.,1,22
18058,i don't like this book.: i think this book should give more than one definition for the names. it should also give meanings from different languages,0,26
18080,good gun: this is a really good gun it shoots about 200fps really fast i love this gun its a really good back up gun for cq,1,27
18091,incredible christmas gift: this book makes a great christmas gift with a beautiful message and view of all those involved in the birth of our savior.,1,26
18092,"excellent service: product arrived in expected time, and in excellent condition. will use this service again if need arises.",1,19
18119,anger management workbook: i use this to help myself of course but also teach others with. one the best i have ever used. it is really done well.,1,28
18123,"excellent: prompt shipment and book is as ordered. good customer service, would order from this source again.",1,17
18130,not great: not the best workbook i have seen. it is not very interactive either. it also has a lot of references to religion.,0,24
18134,"deceptive: deceptive, this is a book with a strong religious content. it assumes the reader has a strong reliance in god to solve his/her anger issues.",0,26
18147,good buy!: this brush reaches where it is intended to reach and is well made. it is exactly what i was looking for.,1,23
18160,good value: good value and love the products. bought as a gift for my dad's birthday. recommend to anyone with a car they love.,1,24
18223,love old movies!: i bought this movie cause i love all the old movies. this dvd was in good shape and all in all i loved it.,1,27
18252,superlight but useless: it is impossible to tighten this product easily. you should have four hands to be able to tighten it symetricaly.,0,23
18304,missing....: i ordered this dvd for my dad's birthday. he opened it a few days later to watch and found no dvd in the case!,0,25
18389,r. kelly's best album!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: this is the best and my favorite r. kelly's album. nuff said.,1,16
18424,great!: this is my fourth-grade son's favorite book. he loves cooking and this book is fun with great recipes.,1,19
18444,"outdated book: don't bother with this book....the info is not up-to-date. i bought it used and cheap, and it still wasn't worth it.",0,23
18445,"great book!: this book is informative and well-organized, it is great finding a thyroid book dedicated to women's issues.",1,19
18504,excellent quality: this shoe is exactly what my son wanted. the quality much better than cheaper versions. this is the real converse shoe,1,23
18578,so cute: my god daughter loves tinkerbell and wanted a purple tinkerbell cake for her birthday. this worked out great. it was cheap & very cute!,1,26
18610,"not what the title says: i was looking for a source that would contain actual factual information on chemistry. this book is nothing but a long, absurd joke.",0,28
18622,"lisa daggs""love is the bottom line"": you have to get this cd lisa daggs is great...have to hear it to believe it",1,22
18690,toxicity: never received this item and no response when i emailed this person. i have put in for a refund.laurie,0,20
18691,non-existent: the order was never shipped out. i contacted the seller a week after the cd was supposed to ship and have yet to receive a response.,0,27
18785,absolutely horrible: this is an absolutely atrocious album. do not waste your time or money. i will use it for target practice with my .44 magnum.,0,26
18806,not that great: i was really looking forward to being able to take care of neopets away from my computer but was very disappointed!,0,24
18813,very interesting book: enjoyed this book very much. realy got to know the people in this book am looking forward to reading the second book,1,25
18827,good review: the size of the book provides a fast and convenient reference to muscle anatomy. its valuable to have.,1,20
18835,karyn jordan: i received this product in a timely manner. great service and great price! i will definitely purchase again from amazon.com.thanks for everything!,1,24
18852,"dvd boot hill: we were disappointed in the movie, it was more like a class d film and not very interesting as a western.maybe for children??",0,26
18856,trinity is great: this movie isnt worth the time to read this review. it sucks and i'm a big trinity fan. my advice is keep searching,0,26
18860,boot hill: i bought this dvd for my husband and he watches it over and over... it's hilarious and i am very pleased to have bought it:),1,27
18871,great kit!: this has a great discription on what each plant needs and how big it will grow. i have started several of my seeds already.,1,26
