,txt,sentiment,num_of_words
24266,"disappointingly dated: what a disappointingly dated book. i am amazed that amazon is selling this. had i realized it was this old, i would not have bought it.",0,28
24551,worthless: both the original and the replacement cable did not work for my 276c. do not waste your time or money. this cable will not work.,0,26
24577,"love buffy, but...: i love buffy the vampire slayer, and angel...but these 3 books were so boring to me. i could hardly get through them.",0,25
24718,"wtf: i am the purported author of this book to be, yet i have never heard of it. is wiley planning something here? huh?",0,24
24759,"horrible: maybe the worst movie ever made, or at least the worst that i have seen. don't waste you're money or time.",0,22
24891,"just ok: the product started out working well but when i got 3/4 through styling my hair, the product started to have that burning smell. wouldn't recommend it",0,28
24913,total junk: i owned this for less than 2 weeks when it stopped working and began to smell like it was burning. i returned it for a refund.,0,28
25347,"doesn't suspend my disbelief: this book is totally impossible, rather than implausible asmost of the x-files are",0,17
25426,this movie stinks: i would personally picket stores to stop carrying this movie. it is horrible in every sense of the word.,0,22
25490,a grossly exaggerated and inaccurate generalization of youth: do not buy this. it is an insult to the human race,0,20
25529,a ok but but to easy game: i had odert this game inaug had it beatwithin 3day of ordring it it not the best game but its fun.,0,28
25589,tee'd off with crumpets: if you like a tale that's as pretentious and stuffy as a yacht club meeting then this book is right for you.,0,26
25672,"information on shaky ground: some information in this book is good, however much appears on ""shaky"" ground. a few items are not accurate. i regret purchasing the book.",0,28
25697,truth: this film was funded by the centeral intelligence agency in the 1950s and was maipulated to suit the need of a capitalistic propoganda machine,0,25
25726,great book: it's great for kids 9+ it has a great moments in it . if you like cats u will love this book,0,24
25960,not oringals!: beware: these are not the original hit or album versions of these songs. they are re-recorded versions of the songs.,0,22
26012,"unreadable: see my review for ""the age of innocence"" - it completely describes how i feel about this book and how unreadable it is.",0,24
26105,this book is not annotated!: there are no notes in this book. it's just a copy of the text. please title appropriately. that is all.,0,25
26189,"worst movie i've ever seen.: simply the worst movie i've ever seen. if i could give it negative stars, i would.dont waste your money.",0,24
26203,"not what i expected: very poor taste -- i actually thought it was going to be funny. instead, it was degrading and very stupid.",0,24
26246,average product: this cd is nice yes. but it wasn't what i thought it was going to be. i wouldn't recomend this item.,0,23
26262,what do you say to anaked lady: this movie was very poor quality and was not at all like my husband remembers it. i was disappointed also.,0,27
26337,it was beyond bad: plain and simple i was disappointed in this album. no wonder the record label didn't want them to release it.,0,24
26445,airplane2: this movie is not what i expected. all they did was copy the same jokes from airplane!. i think that abraham zucker&zucker could have done it better.,0,28
26778,"haven't read!: this book is not what i expected. therefore, i haven't read any of it. maybe one day i will pick it up again.",0,25
26969,"lmgrubbs: this was not funny at all, i love gabriel but his friends are not funny! i didn't enjoy it at all",0,22
26975,"very disappointed customer: this dvd was comes in a set of 2 dvd's, only 1 was in the box. never again will i order from this. false adverstisment.!!!!",0,28
27005,ultimate french: was supposed to come with audio cds but didn't so product is unusable. so they come separate? would like to purchase the audio for the text.,0,28
27122,"worst movie ever seen: this is one of the worst movie that i ever seen. the story is boring, doesn't make sense.casts were ok,cheap production.",0,25
27137,review: didn't like the product but my money was happily refunded. would definitely do business with company again.,0,18
27209,"it is horrible, not worth reading: this book is too depressing and is way too dated. don't bother reading it",0,20
27223,this book was mediacator: i thought this was a very unrealistic book. i thought was written very poor.,0,18
27251,didn't work: it didn't work on my windows vista laptop. there seems to be some compatibility problems. i can't find any alternate too.,0,23
27331,barely made it through: i finished this book only because i had to. pages and pages describing a single grain of sand. not for me.,0,25
27332,i don't get it.: this was an interestng diversion but hardly the masterpiece that i was led to expect. pretty ordinary.,0,21
27548,disapointed: the information in this book did not help me at all. the condition of the book was good but wasn't what i needed.,0,24
27617,"not real: well, this was not a real disney copy of the movie. plays fine. but for the price i expected a authentic disney copy",0,25
27658,playability: it wasn't clear this could not be played on a vcr in the us. that was in the small print,0,21
27687,"not received: dear friends,believe it or not i have not received yet this product.thank youkostas emmanouilidis",0,16
27731,did not play: in any player... all my players are fine and other dvds work. i wonder if i was sent one for the correct region.,0,26
27742,"classic movie: movie was good but the delivery was poor. movie feed continuously stopped & started, so far not a fan of the service",0,24
27776,what kind of crap is this supposed to be?: this movie sucked. the disney version was way better. don't waste your money on this.,0,24
27946,terrible: this product is terrible because my whole family was infected by it when my daughter spread it on the thanksgiving turkey,0,22
27990,"tastes terrible!: i've never heard of a uranium flavored oreo, but thought i would give it try. based on the taste alone, this stuff is not worth it.",0,28
28053,"acoustic samurai: i love the idea of an unplugged paul gilbert. it was great, but we listen to gilbert for more his guitar playing, not his singing.",0,27
28125,sad!: i thought this was a great book because i've never read the origanal but it was about 700 pages shorter do not buy this book!,0,26
28143,not impressed: this book was very well worn and the pages are falling out. not happy at all.will be more careful about buying used books in the future.,0,28
28270,"very bad blu ray transfer: i like the movie. but this recording is terrible.it is not 1080p, and the sound is mostly mono.",0,23
28285,nomad: i ordered dvd dirty dancing expecting it to be used in uk and find it is not compatible with uk player although purchased in gbp,0,26
28317,"bo-ring: i don't like dance movies in the first place, so it was really hard for me to enjoy this.actually, i didn't enjoy it.",0,24
28604,terrible: acting plot and everything is so bad that it made me cry... dragonheart was breathtaking this is......b.s.. worst acting and story i ever saw in a movie,0,28
28889,"quite ok!: an average movie, the effects are a bit dated, but it is quite ok! the quality of this dvd is very good.",0,24
28896,"jumanji: i did not order this item, though i have seen it on tv. it is a good entertaining movie. i recommend.",0,22
29178,"not a practitioner's guide: for me, the book was verbose, repetitive, poorly organized. not inspiring and not recommended.",0,18
29224,hate it: it was nice and in expensive but it stopped working after about a year or two. next time i will look for something better.,0,26
29355,the plot itself could make a movie on lifetime or oxygen: do yourself a favor - don't waste your time with this book.,0,23
29417,joseph: very disappointed in the presentation compaired to the stage performance which is what i was looking for.,0,18
29521,horrible!: i really don't have any other comment that could convey how utterly embarassing this movie must be for the actors involved.,0,22
29573,uneven: when i first watched this i thought it was pretty good but after a third viewing it stinks. end of story.,0,22
29879,"great c.d.: this is a great c.d. it has upbeat songs, and is really fun to listen to, and it's about the most important thing of all... god!",0,28
29914,"too much scratch on dvd: the drama was great, but the product i bought had severe scratches and i had to give up 1/2 of contents.",0,26
30091,dont buy: horribel its a copy of the origanal and it is so dark that you can hardly see ant thing that is going on,0,25
30132,"awful: this is painful to look at-avoid it like the plague-it has not much to do with the book of the same title,except in some plot details",0,27
30316,required reading: this was a required reading for a college class for grandson. not the type of book he really enjoys reading on a regular day.,0,26
30403,inability to play disc: unfortunately i was not able to play this disc = as the blu ray disc apparently had a different region code to my player,0,28
30590,bugs: the title is deceptive. it is a children's book with very large pictures of very few insects. i wanted a book with more info than it contains.,0,28
30733,no batteries included: wish i could tell you more but it says batteries included and you have to buy 5...a little disappointed!,0,22
30798,"hate this: i hate this phone clock and i sent it back. a can with a string would be better, what a total pain.",0,24
30802,"great value for the money: this product was purchased as a gift, and it was definitely a value for the money.",0,21
30827,"copy of a copy: this was definitely not worth $25. i could have made a better copy off my dvr. what a waste of money, time, and effort.",0,28
30829,not happy: i do not believe that the site showed this movie to only play in the uk. i believe the information was added after the fact.,0,27
30864,sucky book: this book sucks no one should ever read i hated it so bad that i want to throw it away never ever read it,0,26
30926,"laminator: this product was never in stock and i was refunded my money. the next time i placed this order from another listing, the wrong product was sent.",0,28
30962,"poor craftsmanship: this is much smaller than expected. you get what you pay for, and is equivalent of a key chain tool.",0,22
31018,"review of book.: it was poor at best. it was all black and white, no color. i wouldn't recommend it to anyone.",0,22
31131,not so soft: the sandal is stiff and the quality is so so. the original price is marked much way too high compared to the quality.,0,26
31171,"shake, rattle and crap!: this was probably my worst purchase from amazon. none, and i mean none of the flashlights worked. talk about a poor product!",0,26
31180,"flashlight: needs a lot of shaking to keep it going. once you do shake it a bit the light is bright, but still not the greatest product.",0,27
31283,never got the dvd: i never got the dvd. the company said they would refund my money - haven't had a chance to see if that's been done.,0,28
31305,home made book: disappointed looking for a published book on the diet and this was someones home made version of the gerson diet not a published book.,0,27
31321,"don't waste your money on this pos!: it never worked, factory support was non-existant, and that pretty much sums up our experience with belkin.",0,24
31379,this film is a disaster: do not see if you want to preserve the wonder of the first two installments.,0,20
31385,"worst ann movie yet: this movie was awful, nothing like the first movie and even worse than the second",0,19
31454,best suited for the landfill: this movie was so disappointing i threw it in the trash. it is not even worthy of passing on to someone else.,0,27
31458,boring: i would rather watch a documentary about the rate that toenails grow in a day observing them for a whole day. it is horrible! do not buy!,0,28
31698,loses something in the translation: i hope the portuguese version is better than the english translation. read in english only if someone powerful makes you do it.,0,27
31938,does not work: product does not work could not get reception even bought good attena still could not connect i think it is junk.,0,24
32212,bad: it wasn't a good movie. it isn't for kids. the movie had a lot of things that didn't need to be show and played.,0,25
32253,not every book is created equal.: greatly disappointed that i paid over $6.00 for a book that turned out to be a pamphlet size booklet.,0,25
32273,"the worst book i ever read: if you've read ""a princess of mars"", don't bother with this one. the sequels a all the same... boring.",0,25
32286,the duke saves it: i found the film was poorly directed and photographed. it didnt have a good flow to it. the duke saves an otherwise poor movie.,0,28
33074,average at best: i found this to be average at best with limited humor and average acting. most everything that happened was predictable.,0,23
33094,no no no: this item will smell for about 2 weeks and then you have to smell for the sent.i will say buy a different product.ral t,0,27
33100,pollenex: i was really looking forward to this item. but i am disappointed in it. the shower head handle does not want to stay in the holder.,0,27
33173,"wrong part: while this was ordered by vehicle, make and model, it did not fit and was sent back for credit.",0,21
33442,aweful: this is not worth buying. save your money they taste like you are chewing on a piece of cardboard and tasted like it too. flavorless,0,26
33457,disappointed: this product was twice the price i paid for my last vibrator and is half as effective. i wouldn't buy another one.,0,23
33463,"cute, but a little thin: drew is always a sight, but the story was thin. the quality of the picture was good, so was the sound.",0,26
33620,julie and julia 365 days 524 recipes: i hated it. this is the first book in decades that i just couldnt finish.....blhhhh,0,22
33789,julie & julia: not the greatest book i've ever read. it arrived in good time and in excellent condition.,0,19
33820,clint the nevada's loner/a noose is waiting for you trinity: too slow. i expected more action which i did not get in this double feature.,0,25
33951,adapter: i could not get this product to work. tried using the manual and website instructions. purchase a brand new and that one works fine.,0,25
34032,have not show this one: arrived on time and it was a great price and i will take a look at it in the future,0,25
34446,chinese made: item is not made in the usa as stated in the product description. it is cheaply made and is made in china.,0,24
34469,stopped working after 2 months of light use: it worked fine for 2 months of light usage and then just stopped working.don't buy it. it is not reliable.,0,28
34479,do not buy!: i bought this product in nov.2011. it stopped working in oct.2012. a poorly made product. a waste of money.this product should be discontinued.,0,26
34501,this book depressed me to the point of near suicide!: this is a horrible book! it should be read to inmates who get life imprisonment.,0,25
34555,irobot 3d: the 3d effects were not as expected. movie wasn't made in 3d likely reason. not a bad movie in general.,0,22
34643,"mildly disappointed: i didn't enjoy this book as much as i did the movie, usually the book are much better but i was surprisingly disappointed.",0,25
34963,did not work in my lumix: the battery i was sent did not work in my panasonic lumix dmc-tz3k digital camera.,0,21
35007,"good movie, horrible dvd transfer: while this is a good movie, it is a horrible dvd transfer. it skips and jumps. wait for a better transfer.",0,26
35072,skin art: i thought this was a very poorly written movie; it could have and should have been a lot better. the acting was also poor.,0,26
35456,"horrible: this book is horribly written, it does not provide enough detail or examples. it was not worth the purchase or the price.",0,23
35515,emporio armani: i have been looking all over for this product. i was a little disappointed on paying so much for so little.,0,23
35560,the butcher's wife: i brought this dvd from amazon and could never watch it because it says it's incompatable with my dvd player....dvd was made in mexico.,0,27
35612,very slow: i ordered this product nov. 17 and as of dec. 10 it still has not arrived. is this acceptable? not in my book.,0,25
35623,not as described: when i put in my order it was described as made in japan. i got my package and it is made in thailand.,0,26
35825,poor copy: very poor copy. i taped this same movie a few years ago and would have been better off making my own copy.,0,24
35916,ripped off: this disc will not play in an australian blu ray player. it would have been nice if there was a warning on the us site.darn,0,27
35997,didnt last too long: i only had a few uses out of it and already weak? not worth buying. get the original @ the store,0,25
36061,disappointed: i had the old game and love playing it but the new game is not as fun and i do not play it as much.,0,26
36122,below average: i agree with the above. this book is more about miller than ali. this was one big ego trip for the author,0,24
36250,a little hard to read: i bought this book to study about the mythology found in the bible. bibilical critism is a much better source for my purposees.,0,28
36624,"doesn't work in most dvd players: in fact i couldn't find one that it worked in, the movie only worked on the computer. not worth it!!",0,26
37002,"okay..: it's okay, i just bought it for one pattern. the rest leave a bit to be desired. if you are young, maybe....",0,23
37041,"feels cheap: it's okay, have worn it a few times and it looks okay but it is so lightweight... not a great buy even at this price.",0,27
37063,remake!!!: do not buy unless you want to waste 99 cents. this is not the original 1983 single release at all. re-recorded junk is the proper description!,0,27
37068,cheep helmet: the helmet is made very cheeply and the straps to fasten the helmet are crooked. i would not recomend this product for a serious motorcyclist,0,27
37324,no no no: eragon is the worse book i ever read. it just a stupid awful book with no point. read anything else!!!!!!,0,23
37659,110% derivative: i liked this book better when it was called dragonriders of pern/star wars/lord of the rings.,0,18
37750,waste of money: there are no additional scenes. it's just a lot of packaging. it was a major disappointment. don't waste your money.,0,23
38082,"horrible: don't read this book, it is impossible to follow, has way too many details, and was down right boring. horrible book.",0,22
38404,horrible!: this is such a horrible book. there is no action and bilbo baggins is the biggest a$$ in a fantasy novel ever.,0,23
38512,"accidently purchased: i purchased by mistake, did not read but i'm sure it is a good read and may purchase in the future.",0,23
38521,"not interesting at all: i wish if i just could get my money back, the book is not interesting and boring !!!hate it",0,23
38548,wrong brand: thought i would give this brand a try but it does not work at all. turns drippy. the puppies and dogs hate it!,0,25
38879,the sheltors of stone: there is nothing new in this book. its like the authorcompressed her previous books in this new one. it readslike a soap opera,0,27
38911,"boring: i kept waiting to get to the interesting parts, but they never came! this book is 95% character development, and after such a long wait, very disappointing.",0,28
39183,i really do like women just not these: i just could not get in to this and had it because it has certain items i needed to know.,0,28
39319,wrong movie: this dvd does not contain the original movie with charles boyer. it is a later version with a lower quality of cast and poor acting.,0,27
39330,a disappointament: deals disappointingly little with the engine for which i had hoped to use it as a reference.,0,19
39531,"bad book: the book was boring, poopy, i didn't like it at all, had to read it for school, not a good time",0,23
39613,"not for me: i know this is a classics which is why i wanted to read it,but i just couldn't get there. it just wasn't for me",0,27
39615,"abridged copy: this book is not the full version, despite the length. there's no indication of this until you get inside the book.",0,23
39645,funking exelen!: i havent read it yet but it shows diskousting:)i hate this book and i hope my mates of aal <vasos > help me finisk it.chill out,0,28
39780,"bad ambient music: after all the great mixes over the years, this is a horrible disapointment. i am already selling this back used.",0,23
40052,disappointing ...: this book is best described as insipid and a waste of time. very disappointing for a 'historical account'. worst book i've read in over a year.,0,28
40096,"not as satisfied as before: the book is not a good copy...it may be because it is old, but the pages are tearing out as i read them",0,28
40247,not what i expected: the story was not what i expected it to be. not really appropriate for a young child. i would not buy it again.,0,27
40248,good bye mog:-(: this book is a tear inducing story it is the saddest book i have ever read and i will never beable to read it again,0,28
40327,"worst movie ever made!: this movie has nothing to do with michael meyers, so why is it titled halloween iii?!!!",0,20
40336,"halloween?????: this isn't a halloween film and the plot was absolutely horrible, this film should get one star instead of two.",0,21
40346,?????what??????: this movie has nothing to do with the michael myers serial killings!and magical masks that make your head explode?what the hell?this movie sucks bad.,0,25
40370,worst movie ever: this movie is one of the worst horror movies i seen. they should of never had made this piece of crap in the first place.,0,28
40488,3d effects leave a lot to be desired: movie was fair. not as good as the others. the 3d effects are few and weak.,0,24
40500,hated it!: the 3d i was looking for was crappy! i would not recommend this movie to anyone. 4 more words required!,0,22
40535,"terrible buy: the dvd did not play on a dvd player. it had a restriction on the ability to play. it really sucked,",0,23
40551,"aweful: i do not recommend this tent. it smells like the costumes from halloween in the 80's, it's huge and not well made.",0,23
40574,story of mankind: i returned the book because it was only the text. there are no illustrations. part of the charm of the book are the illustrations.,0,27
41002,steer clear: steer clear of this blu-ray title as it is a very bad transfer and is dvd quality and maybe not even that to some eyes.,0,27
41104,"it's just a movie people!!: if i wanted accurately depicted history i would go back to school....i found it be very entertaining, and have watched it several times...",0,28
41156,"difficult for a lay person: i found this book was not very reader-friendly. it was interesting, but not interesting enough for me to finish...",0,24
41262,fantasy: this is a completely unrealistic book that doesn't seem to grasp why the first world is the first world.,0,20
58,"hunting the hard way: thia was a gift for my husband, who loved the book. it arrived on the date we were told it would.",1,25
84,voices from the farm: i have a copy of this book and love it and can't wait til the revised version comes out in a few weeks,1,27
100,textbook: book shipped quickly and was in excellent condition as stated. easy transaction would buy again,1,16
135,great graphics!: 2006 coast to coast for pc is great! the graphics are awesome... the game is what i had hoped for and a lot more!!,1,26
169,"awesume! best blocks ever!: this toy was our grandson's favorite, so i just had to find it again for our newest grandchild. thank goodness for online shopping.",1,27
204,haven't found better yet...: this is the only product that can manage my hair without making it stiff or sticky.,1,20
243,it was great!!!: i like it. it was very cool to read about vampires and other legendary cratures of the night.,1,21
269,"dockers do the job.: this product was just what i was hoping for, and i had no problem with shipping. i highly recommend this product.",1,25
334,awesome: this is probably the best essay i have ever read. it has defined my political reviews still today. it's a work of true romanticism.,1,25
352,"amazing: i loved this book. heart pounding romance and action, keep you going though the whole storie. i say this is a must read!",1,24
360,"great reading: christine feehan does it again, for all of you that have only read this one book by her, i strongly suggest that you read them all!",1,28
370,"good deal and fast shipping: i bought this book used and it was in very good condition. also, i received it within a week, which was nice.",1,27
373,love scarpetta: you have to love the scarpetta series by cornwell. this is an excellent story full of suspense and humor.,1,21
414,gift: i bought this for a christmas present for my son. it arrived in perfect condition. he loves adam sandler and collects all his movies.,1,25
446,good value: i love curve and this is a large bottle which make is a very good value. highly recommended.,1,20
641,squeem: love this product. i wear it when i am doing my cardio to help with weight loss. it is true to size.,1,23
659,very good: this product is awesome. it hide all your secrets. i would recommend this product to all women and men. i will buy product again.,1,26
660,"it worked for me..: thought this was not going to fit because i am a 44"" currently and i only ordered xl.. like it very much",1,26
668,awesome!: this cd is amazing. i am very sad that 107.7 the x in birmingham is no longer. they made a great cd to benefit a great cause.,1,28
752,"a classic: i loved this book in high school, and i love it now. a tale of a strong woman that doesn't let society bring her down.",1,27
757,"it's great.: this is the great and very interesting book to read.so for your great experience, pls. try it as soon. :-)",1,22
771,wonderful classic: i enjoy this book very much. it is a timely classic with which i am happy to now have my own copy.,1,24
778,classic tale: loved this book as well. the movies as always stray from the book- i was pleasantly surprised and taken in by all the characters.,1,26
790,a must read: everyone needs to read this classic. an amazing look into the piousness of the early settlers. i really appreciated it a lot.,1,25
880,a book value: the classic book that is read by virtually every high school student in america ; and at a bargian price,1,23
1012,great book: this book is really helpful for learning about color theory. its technical but really interesting so you can get through it easily.,1,24
1072,a charlie brown christmas [vhs]: this product completely fulfills my requirements for its ease of use. it provides the accuracy i require. it is entirely recommendable.,1,26
1090,great christmas classic: i loved this movie as a kid and still enjoy it. with the remastered deluxe edition the color is great.,1,23
1091,"great movie!: great movie from my childhood! looks great on dvd. i thought it would look like an old movie, but it doesn't.",1,23
1092,good movie: this is a classic and always good. i used it for my students in class as charlie brown never goes out of style.,1,25
1112,clean: excellent copy and shipped fast. this is one of the books that i have been waiting to read. clean book.,1,21
1309,"great product: i am so happy with this product. my drawers stay neat, clean and most umpotantly organized - i can find everything quickly.",1,24
1310,plain and simple: a women's journey to the amish: this book arrived in a short amount of time and was in very good condition,1,24
1379,nice print: a bit small then i would like but it was nice. got it for my son's history class and it worked out great,1,25
1387,is there a bad guy clark cd?: of course not. and this is another great one. just stop putzing around and buy it.,1,23
1419,"dolly parton - the grass is blue: this is a great cd, especially if you like bluegrass music and dolly parton. what a fantastic combination!",1,25
1441,"a fun-filled fantasy adventure: ""castle"" is a wonderful book for children who have short attention spans. it provides adventure and re-affirms the laws of chivalry.",1,25
1452,i liked it: i love the way elizabeth winthrop describes his emotions about mrs. phillips leaving. it was exiting and i couldn't put it down!,1,25
1479,welcome to 1059 baseball!: this is a great book that will give you insight on what major league baseball was really like in the late 50's,1,26
1525,fast and in good shape: it came to me pretty fast and was in good shape when i opened it. very happy with it. thanks,1,25
1689,just what i was looking for!: i was looking for a simple set of fireplace tools and this is just what i needed and fairly priced.,1,26
1729,"outrageously funny: this book is laugh-out-loud funny, a great read and romantic enough to keep me turning the pages. i couldn't put it down!",1,24
1783,gun digest: the book was bought as a gift for my brother. he likes it and we were very pleased with speed of delivery and service.,1,26
1806,ninnia: this monitor is great. the service i got when i order was fast and great. i would order again.,1,20
1811,most informative: this is the most informative series on goju ryu in print. absolutely a must for all goju-ryu karate-ka.,1,20
1836,very good product: great product. i gave this product to my son and i feel much better that he and his family are safer from carbon monoxide. thanks.,1,28
1850,the truth: this book will take you to another uncomfortable space where your believes and ideas of spirituality will change. change is necessary if you want to know.,1,28
1897,the knowledge of healing: a good video but it did not have enough information that i could use with my clients.a helpful overview of what is possible,1,27
1951,"great find: after long search for translation of montale's poems, this bilingual edition was perfect. book was in perfect condition and arrived at exactly the announced date.",1,27
1982,awesome costume: this is a great costume. all the extra pieces make it really great. this is one of our favorite costumes.,1,22
2107,"great value: i got this for 40 something dollars and it was a great vale for my pocket, plus the great pic quality",1,23
2116,spider-man - the motion picture dvd triology: this item was a gift and i am basing my review on the three movies which i have seen.,1,26
2140,good: good why would i want to keep writing writing and writing while all i wanted to say is good. strange.,1,21
2167,"perfect christmas gift!: very happy with purchase. item was shipped fast, nicer than expected and the price was very reasonable. ping to be a nice christmas gift.",1,27
2176,wonderful: it just helps to have god's word there for you in the area or topic you need to focus on. very helpful and easy to use.,1,27
2190,"pretty good: i've read all of the night world books, and this is a great book, but i must say, it's not l. j. smith's best",1,26
2307,great: insert the cd and listen to the first track. this is everything nightwish is known for. any fan will love this album,1,23
2384,"solid value: i might not want to nap on it myself, but my 2 year old loves it. good quality and a fair price.",1,24
2386,"wonderful app: i love reading essence magazine, i am happy i can now read it on my kindle fire. i recommend this",1,22
2409,d koontzs books: was looking for the frankenstein series. i found the first three books. they were brand new and arrived in good time.,1,24
2438,love it!: i am very happy with the weight and quality of this product. i wear this necklace often and love it!,1,22
2532,"vitex: this product was great , smells weird but it is a root. i would buy it again, no side effects. great service and price.",1,25
2555,the song is soulful: u are one of the best singers and in this song the two of u sound absolutely brilliant. when are u coming to india,1,28
2619,great book: this is a classic book that i have always loved and now can read on my kindle. glad to see it free!,1,24
2663,great!: loving the book. was in good condition and arrived in a timely manner! i can not wait to funish the book. great price too. thank you!,1,27
2773,extremely comprehensive reference to the language of surgery: this reference of over 1000 pages is the best i have ever used to transcribe surgical reports.,1,25
2795,"best kerouac: this is timeless and inspiring. i buy it for many people who think kerouac is just ""on the road"" .",1,22
2817,good read: great read. if you have something mote profound to read i would suggest that. all in all a great story though.,1,23
2834,"farily decent movie: i didn't like some of the plot twist, of a former leader of the autobots but other than that it was pretty good.",1,26
2854,transformer: items waas as described and shipped on time. was a gift and just what was asked for. item was in very good condition.,1,24
2861,good movie: i like all of the transformers movies. this one is fun too. i would recommend it to any fan of the first two movies.,1,26
2938,best video ever!: this movie is the best movie anyone will ever see in their entire freaking life! best movie ever! it rocks!,1,23
2949,good purchase!: i love this purchase and i would recommend it to any one to purchase this item for their fun and excitement!,1,23
2951,awesome movie: this is a great addition to any dvd collection. i would highly recommend this dvd for anyone who likes this tv series.,1,24
2954,transformer: very please with the product and time to receive the merchandise..will definitely buy from amazon in the future. very pleased with the purchase.,1,24
2962,"love the transformers series: great movie series, fun to watch hope it continues with more sequels. this one was as good as the first ones.",1,25
2963,dark of the moon: i love this movie! the special effects are crazy and the storyline was interesting also. i highly recommend this movie.,1,24
2965,great movie: thanks for the great price and movie. it was really good. but of course i love the 1st one the best.,1,23
2975,great movie: unfortunately i had to return this movie. it was also a christmas gift. already had one.. my kids have one or i would have kept it..,1,28
2980,movies on time: the movies get to me the same day they hit the stores and i dont have to drive to get them.,1,24
3021,"transformers 3d: the movie was all we expected, and the 3d was just that much better. definitly worth the money. i was very pleased with my purchase.",1,27
3045,love it: i ordered this movie from amazon in good condition. if i need any movies i will order from amazon again.,1,22
3053,good: i thought it was a good movie. i grew up watchig transformers. its nice to see it brought to the big screen.,1,23
3079,great movie!!: i could watch this movie over and over and over again. the graphics were totally awesome. a must see for all.,1,23
3091,best movie ever!!: this movie kicks a** all the way and i can't wait for this to come out on dvd because it's an excellent movie!,1,26
3126,nice: this cd is the epitome of good soundtrack music. you'll get a variety of good music in this album. definitely recommended.,1,22
3134,lorna doone: i bought this book for my friend lorna for all she has done for me and she got a kick out of it,1,25
3270,awesome hiking boot: these are my 1st pair of hi-tec boots and i could recommend them to anyone looking for a quality product at a great price.,1,27
3281,very good for the price: this boot fits to size and is comfortable. i would purchase again. i use to purchase boots from ll bean.,1,25
3344,i needed that....: it is a good book for review and modivation. technique is well explained. makes a great read for beginner and intermediate fly fisherman.,1,26
3348,"paxton quigley is a realist: when women ask me about safety and firearms, this is the first book i recommend to help them on their terms.",1,26
3520,classic sf: the middle of a trilogy that should be read in sequence. lots of great characters and ideas. asimov is the best,1,23
3525,fantastic!: this story is epic. asimov shines in the foundation. makes you want to read the whole series. (something im in the process of doing now. ;),1,27
3577,"just kidding around: this book was hilarious. i read it yesterday, and i am still laughing my asimov. get it? hahahaha. huh. okay. nevermind.",1,24
3580,foundation and the complete series: couldn't put any of the books in this series down. there is a college education in those books!,1,23
3635,love it: great movie!!! cage is a great druggie i mean for being a cop. what a way to gain trust from the bad folk's.,1,25
3645,"one of 2010's best films: get this movie!! if you like quentin tarantino, you'll love this incredible ride of a film. cage is nothing less than brilliant.",1,27
3711,three's company: this is one of the best comedy ever in the world tv until now i am still watching this comedy every time,1,24
3777,liked it: this was a fascinating look at mental illness. i could really feel her pain and understand how easy it would be to slip into this state.,1,28
3810,great movie: a good collection and will be a long time favorite a movie to be never forgotten. mel is a good actor,1,23
3870,"good: a gift for my friend he loved it is a child movie and could find it anywhere but here, great price and fast shipping",1,25
3934,great puzzle: my 3 year old granddaughter loved this puzzle. it is very colorful i would definitely recommend this puzzle. it is very well constructed.,1,25
3980,this is so useful: i have had my handbook for a few years and this book has helped me with a bunch of papers for college.,1,26
4025,"quality: i liked this, my guests said it was comfortable. it stayed inflated for the 7 days of guests and no one complained about it.",1,25
4051,perfect for me: i like iti was looking for it i found it i got and i am enjoying it to the fullesti recommend it to anyone,1,27
4177,"easy climax: i'm very pleased with this product because it has a natural feeling head and makes climaxing easyand can be used in the bathtub,shower or where ever.",1,28
4192,okay.....: i think the rabbit part is kind of bothersome and i thought the actual shaft would vibrate not just the rabbit. weird.,1,23
4210,wow!!: this product definitely does what is said to do. i haven't had any problems with it and its not too thick and the power is great.,1,27
4360,okay: i liked the book but it wasn't one of my favorite reads. it ended up being a good book overall.,1,21
4369,"good chick lit!: this was a very good, fun light read. very much enjoyed it. am looking forward to reading more of her books!",1,24
4412,book review: shipped promptly! just what dauther needed and in time for her to read for her english class! i would recommend!,1,22
4414,i don't know: i don't know want the book is about yet hahaha so can i read now? thank you ? this is i don't know,1,26
4425,"the best of shakespeare: this is the best tragedy ever written. i wish this had professional audio! i recommend this book to any, and everyone.",1,25
4427,"a must have: if you're a dolly parton fan (even somewhat of a fan), this is a must have for your collection. it will not disappoint!!",1,26
4482,"good: it was a good book with a good lesson. i just prefer 1,2,3 magic (effective discipline for children 2-12) by thomas w. phelan, phd.",1,25
4629,10 channel mixer: i bought this mixer for my husband off his wish list. he was very excited and loves it!!!!!,1,21
4635,clifford: this is a very good book for the younger readers. it is straight forward and gives good halloween costume ideas for little kids,1,24
4699,"great teaching tool: this is a great puzzle to have in a childcare center , the children love working with the different numbers",1,23
4738,intersting: this book has opend up my eyes. robert frost is in my mind one of the best potes in the world.,1,22
4788,pretty good: the set-up was a little weird and random but the writing was excellent. it was fun to read.,1,20
4800,okay: this is an okay player. i never had skipping problems. the music played pretty good. i rate it okay.,1,20
5027,great and insghtful: well written and informative. i finished the whole 689 page book in one week and three days. highly recommended!!,1,22
5047,"excelent: very interesting read, if you love history you will love this book as i did. i could not put it down.",1,22
5057,i love my card holders: it makes so much easier to hold my cards and my friends like them very much. thanks for selling this product.,1,26
