Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
17268,"ok: it is a decent little kit, but not worth the $ you pay for it. little disappointed, could have used more in the kit.",0,25,"ok : it is a shitty little kit , but not worth the $ you pay for it . little disappointed , there have use more in the kit .",[any] (it) (is) (a) [shitty] [any] [any] (but) (not) [any] (the) $ (you) [any] (for) (it.) [any] {disappoint} [there] (have) {use} (more) (in) (the) [any] ,9,2,12,2,"* : it is a * little * , but not worth the $ you * for it . little * , there have * more in the * .","[142, 191]",17,7
17296,"late arrival: i received this book in late december, months after i ordered it and long after i needed it. i contacted the seller and received no reply.",0,28,"late returns : i receive this book in late june , month after i order it and long after i there it . i contact the seller and receive no reply .",[any] [returns] (i) {receive} (this) [any] (in) [any] [june] {month} (after) (i) {order} (it) (and) [any] (after) (i) {need} (it.) (i) {contact} (the) [any] (and) {receive} (no) [any] ,8,6,13,1,"* * : i receive this * in * * , * after i order it and * after i there it . i contact the seller and receive no * .","[192, 205]",20,8
17321,didn't work for my tenia versicolor: it may work for some but not for me. i used this product for about 8 weeks with no results.,0,26,did not work for my tenia versicolor : it may work for some but not for me . i use this includes for about 8 week with no result .,(didn't) [any] (for) (my) tenia versicolor: (it) may [any] (for) (some) (but) (not) (for) (me.) (i) {use} (this) [includes] (for) (about) 8 {week} (with) (no) {result} ,3,3,14,6,did not work for my * * : it * work for some but not for me . i use this include for about 8 * with no * .,"[13, 193]",22,5
17408,"what!: it thought this movie was going to be cool,but the beggining was so boring i fell assleep! but the end was cool.",0,23,"what ! : it there this movie was go to be cool , but the beggining was so boring i fall assleep ! but the end was cool .","(what!:) (it) {think} (this) [any] (was) {go} (to) (be) cool,but (the) {beggine} (was) (so) {bore} (i) {fall} assleep! (but) (the) [any] (was) [any] ",3,5,12,3,"what ! : it there this movie was * to be * , but the * was so * i * * ! but the end was * .","[194, 901]",17,7
17955,not worth the effort: took toooolong to get and then the flashlight was still a dud! too bad as when ti worked it was nice!,0,25,not worth the effort : there toooolong to there and then the flashlight was there a dud ! too there as when ti work it was nice !,(not) [any] (the) [any] {take} toooolong (to) [there] (and) (then) (the) [any] (was) [there] (a) dud! (too) [there] (as) (when) ti {work} (it) (was) [any] ,7,2,13,3,not * the * : there * to there and then the * was there a * ! too there as when * work it was nice !,"[195, 337]",19,6
17976,sorry: i never get the item but was my fault i order to other adress sorry but i guess is a good product,0,23,sorry : i never there the item but was my fault i order to other adress sorry but i there is a good includes,[any] (i) [any] [there] (the) item (but) (was) (my) [any] (i) [any] (to) (other) adress [any] (but) (i) [there] (is) (a) [any] [includes] ,9,0,12,2,* : i * there the item but was my * i * to other * * but i there is a good include,"[196, 518]",17,6
18058,i don't like this book.: i think this book should give more than one definition for the names. it should also give meanings from different languages,0,26,i do not there this book . : i there this book should there more than one definition for the name . it should also there meaning from different language,(i) (don't) [there] (this) [any] (i) [there] (this) [any] (should) [there] (more) (than) [any] [any] (for) (the) {name} (it) (should) [any] [there] {meaning} (from) [any] {language} ,10,3,12,1,i do not there this book . : i there this book should there more than one * for the * . it should * there * from * *,"[197, 653]",21,6
18130,not great: not the best workbook i have seen. it is not very interactive either. it also has a lot of references to religion.,0,24,not great : not the best workbook i have there . it is not very interactive there . it also has a there of feature to religion .,(not) [any] (not) (the) {good} workbook (i) (have) {see} (it) (is) (not) (very) [any] [there] (it) [any] (has) (a) [there] (of) {reference} (to) [any] ,6,3,14,1,not great : not the good * i have there . it is not very * there . it also has a there of * to * .,"[198, 602]",20,4
18134,"deceptive: deceptive, this is a book with a strong religious content. it assumes the reader has a strong reliance in god to solve his/her anger issues.",0,26,"deceptive : deceptive , this is a book with a strong religious content . it assume the reader has a strong reliance in god to solve his / her anger issue .","deceptive: deceptive, (this) (is) (a) [any] (with) (a) [any] [any] [any] (it) {assume} (the) [any] (has) (a) [any] reliance (in) [any] (to) [any] his/her [any] {issue} ",9,2,11,4,"* : * , this is a book with a * * * . it * the reader has a * * in * to * his / her * * .","[199, 444]",15,12
18252,superlight but useless: it is impossible to tighten this product easily. you should have four hands to be able to tighten it symetricaly.,0,23,superlight but useless : it is impossible to tighten this includes easily . you should have there hands to be able to tighten it symetricaly .,superlight (but) [any] (it) (is) [any] (to) tighten (this) [includes] [any] (you) (should) (have) [there] {hand} (to) (be) [any] (to) tighten (it) symetricaly. ,6,1,12,4,* but * : it is * to * this include easily . you should have there * to be * to * it * .,"[200, 211]",15,8
18304,missing....: i ordered this dvd for my dad's birthday. he opened it a few days later to watch and found no dvd in the case!,0,25,miss .... : i order this hd for my daddy 's thank . he open it a few sunday later to watch and there no hd in the case !,{miss} (i) {order} (this) [hd] (for) (my) {dad} [thank] (he) {open} (it) (a) (few) {day} [any] (to) [any] (and) [any] (no) [hd] (in) (the) [any] ,7,5,13,0,* .... : i * this * for my * 's thank . he open it a few * * to * and there no * in the * !,"[201, 485]",17,9
18444,"outdated book: don't bother with this book....the info is not up-to-date. i bought it used and cheap, and it still wasn't worth it.",0,23,"outdate book : do not bother with this book .... the info is not up - to - date . i new it use and cheaper , and it there was not worth it .",{outdate} [any] (don't) [any] (with) (this) book....the info (is) (not) up-to-date. (i) {buy} (it) {use} (and) [cheaper] (and) (it) [there] (wasn't) [any] (it.) ,5,3,9,6,"* book : do not bother with this book .... the * is not up - to - date . i * it * and * , and it there was not worth it .","[202, 313]",23,5
18610,"not what the title says: i was looking for a source that would contain actual factual information on chemistry. this book is nothing but a long, absurd joke.",0,28,"not what the title say : i was there for a source that there contain actual factual information on chemistry . this book is there but a long , absurd joke .",(not) (what) (the) [any] {say} (i) (was) {look} (for) (a) [any] (that) [there] contain [any] [any] [any] (on) chemistry. (this) [any] (is) [there] (but) (a) [any] absurd [any] ,10,2,13,3,"not what the title * : i was there for a * that there contain * * * on * . this book is there but a * , * * .","[203, 348]",19,9
18690,toxicity: never received this item and no response when i emailed this person. i have put in for a refund.laurie,0,20,toxicity : never receive this item and no response when i email this person . i have put in for a refund.laurie,toxicity: [any] {receive} (this) item (and) (no) [any] (when) (i) {email} (this) [any] (i) (have) [any] (in) (for) (a) refund.laurie ,4,2,11,3,* : never receive this item and no response when i * this * . i have * in for a *.*,"[171, 204]",15,6
18691,non-existent: the order was never shipped out. i contacted the seller a week after the cd was supposed to ship and have yet to receive a response.,0,27,non - existent : the order was never ship out . i contact the seller a week after the hd was supposed to ship and have there to receive a response .,non-existent: (the) [any] (was) [any] {ship} (out.) (i) {contact} (the) [any] (a) [any] (after) (the) [hd] (was) {suppose} (to) ship (and) (have) [there] (to) [any] (a) [any] ,8,3,13,3,* - * : the order was * * out . i contact the seller a * after the * was * to * and have there to receive a * .,"[192, 205]",19,9
18785,absolutely horrible: this is an absolutely atrocious album. do not waste your time or money. i will use it for target practice with my .44 magnum.,0,26,there cruel : this is an there atrocious album . do not problems your there or money . i will use it for target practice with my .44 magnum .,[there] [cruel] (this) (is) (an) [there] atrocious [any] (do) (not) [problems] (your) [there] (or) [any] (i) (will) [any] (it) (for) [any] [any] (with) (my) .44 magnum. ,10,0,13,3,there * : this is an there * * . do not problem your there or money . i will * it for * * with my .* * .,"[206, 352]",18,8
18806,not that great: i was really looking forward to being able to take care of neopets away from my computer but was very disappointed!,0,24,not that great : i was there there forward to being able to there care of neopet until from my computer but was very disappointed !,(not) (that) [any] (i) (was) [there] {look} [any] (to) (being) [any] (to) [there] [any] (of) {neopet} [until] (from) (my) [any] (but) (was) (very) {disappoint} ,8,3,13,0,not that great : i was there there forward to being * to there * of * until from my * but was very * !,"[207, 806]",19,5
18852,"dvd boot hill: we were disappointed in the movie, it was more like a class d film and not very interesting as a western.maybe for children??",0,26,"hd bag hill : we were disappoint in the movie , it was more there a class d film and not very interesting as a western.there for woman ? ?",[hd] [bag] [any] (we) (were) {disappoint} (in) (the) [any] (it) (was) (more) [there] (a) [any] (d) film (and) (not) (very) [any] (as) (a) western.maybe (for) {child} ,7,2,15,2,"hd bag hill : we were * in the * , it was more * a * d * and not very * as a *.* for woman ? ?","[208, 898]",19,8
18856,trinity is great: this movie isnt worth the time to read this review. it sucks and i'm a big trinity fan. my advice is keep searching,0,26,trinity is great : this movie is not worth the there to read this review . it suck and i be a big trinity fan . my advice is always search,[any] (is) [any] (this) [any] {be} [any] (the) [there] (to) [any] (this) [any] (it) {suck} (and) {I} (a) [any] [any] [any] (my) [any] (is) [always] {search} ,12,4,10,0,* is great : this movie is not * the there to * this * . it * and i be a * * * . my * is always *,"[209, 524]",18,10
18946,"disappointed: i really did not care for this film at all. the visual effects were pretty good, but the acting overall was just terrible.",0,24,"disappoint : i there did not care for this film at all . the visual effect were there good , but the acting exciting was just cruel .",{disappoint} (i) [there] (did) (not) [any] (for) (this) film (at) (all.) (the) [any] {effect} (were) [there] [any] (but) (the) {act} [exciting] (was) (just) [cruel] ,7,3,12,2,"* : i there did not * for this film at all . the * * were there good , but the * exciting was just * .","[210, 678]",18,6
19007,"absolutely awful: this is easily one of the worst movies i have seen in years. a barely comprehensible mess, with no redeeming qualities.",0,23,"there worse : this is easily one of the there movie i have there in this . a supposed comprehensible there , with no redeem includes .",[there] [worse] (this) (is) [any] [any] (of) (the) {bad} {movie} (i) (have) {see} (in) {year} (a) [supposed] [any] [there] (with) (no) {redeem} {quality} ,7,6,10,0,"there * : this is easily * of the there * i have there in this . a * * there , with no * include .","[200, 211]",17,6
19153,kindle book: download went great. it has been a difficult read due to the way it was written. the historical side of the book is great.,0,26,kindle book : download go great . it has been a difficult read due to the there it was write . the historical there of the book is great .,[any] [any] [any] {go} [any] (it) (has) (been) (a) [any] [any] due (to) (the) [there] (it) (was) {write} (the) historical [there] (of) (the) [any] (is) [any] ,10,2,12,2,kindle book : download * * . it has been a * read * to the there it was * . the * there of the book is * .,"[7, 212]",19,7
19195,book: might recommend if purchaser/reader were a history buff. found difficult to follow and keep up with. not a book i would recommend for easy reading.,0,26,book : there recommend if purchaser / reader were a history buff . there difficult to follow and always up with . not a book i there recommend for easy reading .,[any] [there] [any] (if) purchaser/reader (were) (a) [any] buff. [any] [any] (to) [any] (and) [always] (up) (with.) (not) (a) [any] (i) [there] [any] (for) [any] {read} ,12,1,10,3,book : there recommend if * / * were a * * . there * to * and * up with . not a book i there recommend for * reading .,"[213, 844]",19,8
19204,not that great of a learning guide: this is more like example code than what i'd expect out of a textbook. i would recommend another book instead.,0,27,not that great of a learning guide : this is more there difference code than what i there there out of a textbook . i there recommend this book while .,(not) (that) [any] (of) (a) {learn} [any] (this) (is) (more) [there] [difference] [any] (than) (what) {I} [there] (out) (of) (a) [any] (i) [there] [any] [this] [any] [while] ,12,2,13,0,not that great of a * * : this is more there * * than what i there there out of a * . i there recommend this book while .,"[214, 847]",23,5
19269,"this takes too long: this takes too long, you have to apply it all day and that is annoying, get the freeze spray from dr scholes",0,26,"this there too long : this there too long , you have to apply it all sunday and that is annoying , there the freeze spray from dr scholes",(this) {take} (too) [any] (this) {take} (too) [any] (you) (have) (to) [any] (it) (all) [sunday] (and) (that) (is) [any] [there] (the) [any] [any] (from) dr {schole} ,8,3,14,1,"this there too long : this there too long , you have to * it all sunday and that is * , there the * * from * *","[215, 229]",20,6
19270,does not work well: the truth is buy regular wart remover. used this for awhile and did not do anything. regular wart remover is the best.,0,26,does not work there : the truth is new regular wart remover . use this for awhile and did not do there . regular wart remover is the best .,(does) (not) [any] [there] (the) [any] (is) [free] [any] wart remover. {use} (this) (for) [any] (and) (did) (not) (do) [there] [any] wart remover (is) (the) {good} ,8,2,12,4,does not work there : the * is new * * * . * this for * and did not do there . * * * is the good .,"[216, 664]",17,9
19293,not for me: i was excited to get this product but it fell short for me. it did not work on any of the treated problems.,0,26,not for me : i was excited to there this includes but it fall short for me . it did not work on any of the treat problems .,(not) (for) (me:) (i) (was) {excite} (to) [there] (this) [includes] (but) (it) {fall} [any] (for) (me.) (it) (did) (not) [any] (on) (any) (of) (the) {treat} {problem} ,4,4,16,2,not for me : i was * to there this include but it * * for me . it did not work on any of the * * .,"[125, 217]",21,5
19328,henny youngman: he is much funnier to watch in old clips than it is to read the book. i guess it loses something in the translation.,0,26,henny youngman : he is there funny to watch in there clip than it is to read the book . i there it lose there in the language .,henny youngman: (he) (is) [there] [any] (to) [any] (in) [there] {clip} (than) (it) (is) (to) [any] (the) [any] (i) [there] (it) {lose} [there] (in) (the) [language] ,9,2,13,2,* * : he is there * to * in there * than it is to read the * . i there it lose there in the language .,"[218, 368]",20,6
19585,boring: this book was totally boring. even though it was 1 of the greatest books i've read.hahahahaha,0,17,boring : this book was there boring . even there it was 1 of the great book i 've read.hahahahaha,{bore} (this) [any] (was) [there] {bore} [any] [there] (it) (was) 1 (of) (the) {great} {book} {I} read.hahahahaha ,4,5,6,2,boring : this book was there * . even there it was 1 of the * book i ' ve read.*,"[68, 219]",16,3
19642,"hard to finish: i found this book not worth the $$, it was well written but too sweet and hard to finish. definitly not a page turner.",0,27,"hard to finish : i there this book not worth the $ $ , it was there write but too sweet and hard to finish . definitley not a page collins .","[any] (to) [any] (i) [any] (this) [any] (not) [any] (the) $$, (it) (was) [there] {write} (but) (too) [any] (and) [any] (to) [any] [definitley] (not) (a) [any] [collins] ",12,1,13,1,"hard to * : i there this * not * the $ $ , it was there write but too * and hard to * . * not a * collin .","[8, 220]",19,7
19694,"sorry this one is boring: figured it had potential to be funny. but is wasn't, and not very interesting. can't reccomend this movie to anyone.",0,25,"sorry this one is bore : figure it had significant to be funny . but is was not , and not very interesting . can not somehing this movie to there .","[any] (this) [any] (is) {bore} {figure} (it) (had) [significant] (to) (be) [any] (but) (is) (wasn't,) (and) (not) (very) [any] {can} [somehing] (this) [any] (to) [there] ",8,3,13,1,"* this one is * : * it had * to be funny . but is was not , and not very * . can not * this movie to there .","[221, 829]",21,6
19729,not like romero: i didn't care for this one very much. the zombies weren't very scary and the whole thing just kind of fell into a rut.,0,27,not there romero : i did not care for this one very there . the zombie were not very scary and the this this just kind of fall into a rut .,(not) [there] romero: (i) (didn't) [any] (for) (this) [any] (very) [there] (the) {zombie} (weren't) (very) [any] (and) (the) [this] [this] (just) [any] (of) {fall} (into) (a) rut. ,8,2,13,4,not there * : i did not * for this one very there . the * were not very * and the this this just kind of * into a * .,"[109, 222]",23,6
19755,not sturdy: not sure why people like this product...i cannot get it to not wobble.maybe it's just me and i didn't put it together well....,0,25,not sturdy : not there why people there this includes ... i can not there it to not wobble.there it be just me and i did not put it together there ....,(not) sturdy: (not) [there] (why) [any] [there] (this) product...i {can} [there] (it) (to) (not) wobble.maybe (it's) (just) (me) (and) (i) (didn't) [any] (it) [any] [there] ,7,1,12,5,not * : not * why * * this include ... i can not * it to not *.* it be just me and i did not put it * * ....,"[223, 399]",21,9
19820,not worth the money: this toy is not worth the money. it doesn't dance and you cant uindersrtand what it is saying. dont waste youir money!,0,26,not worth the money : this toy is not worth the money . it does not dance and you can not uindersrtand what it is say . do not problems youir money !,(not) [any] (the) [any] (this) [any] (is) (not) [any] (the) [any] (it) (doesn't) [any] (and) (you) {can} uindersrtand (what) (it) (is) {say} {do} [problems] youir [any] ,8,3,12,3,not * the * : this * is not * the * . it does not * and you can not * what it is say . do not problem * * !,"[224, 553]",20,9
19857,"over-rated: just did not work for me. the ease of application is great, but it ends there. you might as well not have applied it.",0,25,"over - rate : just did not work for me . the ease of services is great , but it end there . you there as there not have apply it .",{overrate} (just) (did) (not) [any] (for) (me.) (the) [any] (of) [services] (is) [any] (but) (it) {end} (there.) (you) [there] (as) [there] (not) (have) {apply} (it.) ,6,3,13,3,"over - * : just did not * for me . the * of service is great , but it * there . you there as there not have * it .","[225, 810]",21,5
19904,"bones: damn, i purchased the series but can't seem to get into them. boring character and i was so prepared to love her.",0,23,"bone : there , i includes the series but can not seem to there into them . boring character and i was so prepared to love her .",{bone} [there] (i) {purchase} (the) [any] (but) {can} [any] (to) [there] (into) (them.) {bore} [any] (and) (i) (was) (so) {prepare} (to) [any] (her.) ,6,5,10,2,"* : there , i * the * but can not seem to there into them . boring * and i was so * to * her .","[185, 226]",18,6
19911,"death dujour: too much swearing! books do not need all that to make a good story, it is very distracting",0,20,"death dujour : too there swearing ! book do not there all that to there a good secret , it is very distract",[any] dujour: (too) [there] {swear} {book} (do) (not) [there] (all) (that) (to) [there] (a) [any] [secret] (it) (is) (very) {distract} ,6,3,10,1,"* * : too there * ! book do not there all that to there a * secret , it is very *","[114, 227]",15,5
20027,"eternity ring: i ordered the size i usually wear but it was too small and i did not rec,info.on how to exchange.",0,22,"eternity ring : i order the size i rarely wear but it was too small and i did not rec , info.on how to exchange .","eternity [any] (i) {order} (the) size (i) [rarely] [any] (but) (it) (was) (too) [any] (and) (i) (did) (not) rec,info.on (how) (to) [any] ",5,1,13,3,"* * : i * the size i rarely * but it was too small and i did not * , *.* how to * .","[6, 228]",16,8
20030,not well made.....: the ring was beautiful when i received it...but one of the stones fell out in the first few days....so i can't wear it any longer....,0,28,not there there ..... : the ring was beautiful when i receive it ... but one of the stone fall out in the this few sunday .... so i can not wear it any long ....,(not) [there] {make} (the) [any] (was) [any] (when) (i) {receive} it...but [any] (of) (the) {stone} {fall} (out) (in) (the) [this] (few) days....so (i) {can} [any] (it) (any) {long} ,6,6,14,2,not there there ..... : the * was * when i * it ... but * of the * * out in the this few sunday .... so i can not * it any long ....,"[215, 229]",24,7
20036,disappointed!: i wore it once and a stone has already fallen out. spent way too much money for that to be acceptable.,0,22,disappointed ! : i wear it once and a stone has there fall out . spend there too there money for that to be purely .,{disappoint} (i) {wear} (it) (once) (and) (a) [any] (has) [there] fallen (out.) {spend} [there] (too) [there] [any] (for) (that) (to) (be) [purely] ,6,3,11,2,* ! : i wear it once and a * has there fall out . * there too there * for that to be * .,"[230, 329]",17,5
20201,"not for me: don't care for the story line.too, distasteful and hardly worth reading even if it was the last book i had..",0,23,"not for me : do not care for the secret line.too , distasteful and supposed worth read even if it was the this book i had ..","(not) (for) (me:) (don't) [any] (for) (the) [secret] line.too, [any] (and) [supposed] [any] {read} [any] (if) (it) (was) (the) [this] [any] (i) (had..) ",8,1,10,4,"not for me : do not * for the secret line.* , * and * * * even if it was the this book i had ..","[16, 231]",19,6
20203,interesting story: this book is more of a story than it is actual science. the foundation and basis of the theory is assumed rather than explained.,0,26,interesting secret : this book is more of a secret than it is actual science . the foundation and basis of the theory is assume there than understand .,[any] [secret] (this) [any] (is) (more) (of) (a) [secret] (than) (it) (is) [any] [any] (the) [any] (and) basis (of) (the) [any] (is) {assume} [there] (than) {explain} ,9,2,14,1,interesting * : this book is more of a * than it is * * . the * and * of the theory is * there than * .,"[232, 471]",18,8
20491,dude! this is the worst movie ever!: my feelings are stated in the title above. this is the worst movie ever made.........ever.,0,22,there ! this is the there movie this ! : my feeling are state in the title above . this is the there movie this there ......... this .,[there] (this) (is) (the) {bad} [any] [this] (my) {feeling} (are) {state} (in) (the) [any] (above.) (this) (is) (the) {bad} [any] [this] made.........ever. ,6,4,10,2,there ! this is the there movie this ! : my * are * in the title above . this is the there movie this there ......... this .,"[233, 433]",21,2
20759,"this is too expensive...: the retail price in local stores is 2.99, and you can get it in even cheaper price when it is on sale",0,26,"this is too cheaper ... : the retail price in local new is 2.99 , and you can there it in even cheaper price when it is on sale","(this) (is) (too) [cheaper] (the) [any] [any] (in) [any] {store} (is) 2.99, (and) (you) (can) [there] (it) (in) [any] {cheap} [any] (when) (it) (is) (on) sale ",7,2,15,2,"this is too * ... : the * price in * new is 2.* , and you can there it in * * price when it is on *","[61, 234]",20,7
20934,signature collection handkerchiefs are polyester: i wanted cotton handkerchiefs. these are a polyester blend and have more of a polyester than a cotton feel.,0,24,signature collection handkerchief are polyester : i want cotton handkerchief . these are a polyester blend and have more of a polyester than a cotton feel .,signature [any] {handkerchief} (are) [any] (i) {want} [any] {handkerchief} (these) (are) (a) [any] blend (and) (have) (more) (of) (a) [any] (than) (a) [any] [any] ,7,3,12,2,* * * are * : i want * * . these are a * * and have more of a * than a * * .,"[235, 425]",13,11
20978,have not received it as yet: it has been a month since this order was placed i have not received it as yet,0,23,have not receive it as there : it has been a month there this order was place i have not receive it as there,(have) (not) {receive} (it) (as) [there] (it) (has) (been) (a) [any] [there] (this) [any] (was) {place} (i) (have) (not) {receive} (it) (as) [there] ,5,3,15,0,have not receive it as there : it has been a month there this order was place i have not receive it as there,"[42, 236]",23,0
21012,the order was misapplied: you sent too many glasses which was not what i wanted. thanks for your time. this is just to add words to the note.,0,28,the order was misapply : you send too there glass which was not what i want . thank for your there . this is just to add word to the note .,(the) [any] (was) {misapply} (you) {send} (too) [there] {glass} (which) (was) (not) (what) (i) {want} {thank} (for) (your) [there] (this) (is) (just) (to) [any] {word} (to) (the) [any] ,5,6,17,0,the * was * : you * too there * which was not what i want . thank for your there . this is just to * * to the * .,"[237, 830]",21,7
21075,damage understated: i thought that the use was well understated. i received the book and the jacket was practically falling to pieces.,0,22,damage understate : i there that the use was there understate . i receive the book and the hoodie was practically fall to piece .,[any] {understate} (i) {think} (that) (the) [any] (was) [there] {understate} (i) {receive} (the) [any] (and) (the) [hoodie] (was) [any] {fall} (to) {piece} ,6,6,10,0,* * : i there that the use was there * . i * the book and the * was * * to piece .,"[238, 240]",15,7
21081,"great book, bad kindle edition: i already own this book, just purchased the kindle edition and it is disappointing. it just looks like a badly scanned pdf.",0,27,"great book , there kindle edition : i there own this book , just includes the kindle edition and it is upsetting . it just there there a badly scanned pdf .",[any] [any] [there] [any] [any] (i) [there] (own) (this) [any] (just) {purchase} (the) [any] [any] (and) (it) (is) [upsetting] (it) (just) {look} [there] (a) [any] {scan} [any] ,13,3,11,0,"* book , there * * : i there own this book , just include * * * and it is upsetting . it just there there a * * * .","[2, 239]",18,9
21207,mere christianity: book was supposed to be gently used. came in with pieces tornof the front and back covers.,0,19,mere christianity : book was supposed to be gently use . come in with piece tornof the front and back album .,mere [morality] [any] (was) {suppose} (to) (be) [any] {use} {come} (in) (with) {piece} tornof (the) [any] (and) [any] {cover} ,5,5,7,2,* * : book was * to be * use . * in with piece * the * and * * .,"[238, 240]",10,9
21222,not very good..: i could only read half an hour of this critically aclaimed outline. its too wordy/complicated for even the very seasoned christian.,0,24,not very good .. : i there only read half an hours of this critically aclaimed outline . its too wordy / complicated for even the very seasoned christian .,(not) (very) [any] (i) [there] (only) [any] [any] (an) [hours] (of) (this) critically {aclaime} [any] (its) (too) {wordycomplicate} (for) [any] (the) (very) {season} [any] ,8,3,12,1,not very good .. : i there only read * an * of this * * * . its too * / * for * the very * * .,"[241, 717]",15,10
21411,"what a bunch of bozos: this is not exactly top shelf drama. mostly very juvenile type humor, if you want to call it that. two thumbs down!",0,27,"what a bunch of bozo : this is not there top storage drama . mostly very juvenile type humor , if you want to call it that . there finger down !","(what) (a) [any] (of) {bozo} (this) (is) (not) [there] [any] [storage] [any] [any] (very) juvenile [any] humor, (if) (you) [any] (to) [any] (it) (that.) [there] {thumb} (down!) ",10,2,11,4,"what a * of * : this is not there * * * . * very * * * , if you want to * it that . there finger down !","[242, 570]",17,10
21494,"the movie doesn't play: the movie will not play. i tried it in two different dvd players and the movie won't play at all. ""peggy sue got married""",0,28,"the movie does not play : the movie will not play . i try it in there different hd player and the movie will not play at all . "" collins sue there marry """,(the) [any] (doesn't) [any] (the) [any] (will) (not) [any] (i) {try} (it) (in) [there] [any] [hd] {player} (and) (the) [any] (won't) [any] (at) (all.) [collins] sue {get} {marry} ,10,4,10,4,"the * does not play : the * will not play . i try it in there different * player and the * will not play at all . "" collin * there * ""","[73, 243]",24,6
21539,meh: this book was ok. i wouldn't recommend it unless a person was really into victorian literature. the story is depressing and morbid.,0,23,meh : this book was ok . i there not recommend it there a person was there into victorian literature . the secret is depressing and morbid .,meh: (this) [any] (was) [any] (i) (wouldn't) [any] (it) [there] (a) [any] (was) [there] (into) victorian [any] (the) [secret] (is) {depress} (and) morbid. ,8,1,10,4,* : this book was ok . i there not recommend it there a * was there into * * . the * is * and * .,"[92, 244]",17,7
21553,blah: not a great book. a required reading for a class and i could barely keep on reading it. good luck.,0,21,blah : not a great book . a required reading for a class and i there supposed always on read it . good luck .,[any] (not) (a) [any] [any] (a) {require} {read} (for) (a) [any] (and) (i) [there] [supposed] [always] (on) {read} (it.) [any] [any] ,9,3,8,1,* : not a * book . a required reading for a class and i there * * on read it . good * .,"[245, 346]",16,5
21568,size wrong: the size is wrong. i ordered my regular size and it's much too small. am returning for a larger. we'll see.,0,23,size there : the size is there . i order my regular size and it be there too small . am return for a large . we will there .,size [there] (the) size (is) [there] (i) {order} (my) [any] size (and) (it's) [there] (too) [any] (am) {return} (for) (a) {large} {we} [there] ,6,4,9,4,size there : the size is there . i order my * size and it be there too small . am return for a * . we will there .,"[3, 246]",23,2
21779,amazing movie but a horrible dvd: this is a horrible release of this classic!! everything is horrible from the picture quality to the cover art.,0,25,best movie but a cruel hd : this is a cruel launch of this classic ! ! there is cruel from the picture includes to the album art .,[best] [any] (but) (a) [cruel] [hd] (this) (is) (a) [cruel] [launch] (of) (this) [any] [there] (is) [cruel] (from) (the) [any] [includes] (to) (the) [album] [any] ,13,0,12,0,* * but a cruel * : this is a cruel * of this * ! ! there is cruel from the picture * to the * * .,"[162, 247]",17,8
21974,"it did not work for me.: the product is good, but it dd not work for me. no changes or improvements on my feet.",0,24,"it did not work for me . : the includes is good , but it dd not work for me . no change or improvement on my foot .",(it) (did) (not) [any] (for) (me.:) (the) [includes] (is) [any] (but) (it) dd (not) [any] (for) (me.) (no) {change} (or) {improvement} (on) (my) {foot} ,4,3,14,3,"it did not work for me . : the include is good , but it * not work for me . no * or * on my * .","[113, 248]",20,4
22151,"never recieved: ordered this charger and was told it was 1 month on backorder. then, i never received it.",0,19,"never recieve : order this charger and was there it was 1 month on backorder . then , i never receive it .","[any] {recieve} {order} (this) [any] (and) (was) {tell} (it) (was) 1 [any] (on) backorder. (then,) (i) [any] {receive} (it.) ",4,4,7,4,"never * : order this * and was there it was 1 * on * . then , i never * it .","[249, 309]",14,5
22247,"i didn't like it.: the backpack broke after less than a month of use. the material was pretty flimsy for the price. overall, very disappointing.",0,25,"i did not there it . : the backpack there after less than a month of use . the material was there vapid for the price . exciting , very upsetting .",(i) (didn't) [there] (it.:) (the) [any] {break} (after) [any] (than) (a) [any] (of) [any] (the) material (was) [there] [vapid] (for) (the) [any] [exciting] (very) [upsetting] ,10,1,11,3,"i did not there it . : the * there after * than a month of use . the * was there * for the price . * , very * .","[250, 587]",20,6
22388,"too weird: i guess i expected humor. instead, it was a downer. i made it thru about a third of the book and gave up.",0,25,"too weird : i there i there humor . while , it was a downer . i there it thru about a this of the book and there up .",(too) [any] (i) [there] (i) {expect} humor. [while] (it) (was) (a) downer. (i) {make} (it) [any] (about) (a) [this] (of) (the) [any] (and) {give} (up.) ,6,3,13,3,"too * : i there i there humor . while , it was a * . i there it * about a this of the book and there up .","[251, 710]",22,3
22414,"if you like this kind of crap....: if you think this book is good then ""microwave dreams"" should have won the pulitzer...",0,22,"if you there this kind of worse .... : if you there this book is good then "" microwave dream "" should have won the pulitzer ...",(if) (you) [there] (this) [any] (of) [worse] (if) (you) [there] (this) [any] (is) [any] (then) [oven] {dream} (should) (have) (won) (the) pulitzer... ,7,1,13,1,"if you there this * of bad .... : if you there this book is * then "" * * "" should have won the * ...","[161, 252]",17,5
