Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,num_of_words_after_forcing,num_of_deleting_after_forcing
373,love scarpetta: you have to love the scarpetta series by cornwell. this is an excellent story full of suspense and humor.,1,21,love scarpetta : you have to love the scarpetta series by cornwell . this is an excellent story full of suspense and humor .,(love) scarpetta: (you) (have) (to) (love) (the) scarpetta series (by) cornwell. (this) (is) (an) excellent (story) (full) (of) suspense (and) humor. ,0,0,14,7,love * : you have to love the * * by * . this is an * story full of * and * .,14,7
414,gift: i bought this for a christmas present for my son. it arrived in perfect condition. he loves adam sandler and collects all his movies.,1,25,gift : i bought this for a christmas present for my son . it arrive in perfect condition . he love adam rebecca and collect all his episode .,gift: (i) (bought) (this) (for) (a) christmas (present) (for) (my) (son.) (it) {arrive} (in) perfect (condition.) (he) {love} adam [rebecca] (and) {collect} (all) (his) {movie} ,1,4,14,6,* : i bought this for a christmas present for my son . it arrive in * condition . he love * * and collect all his episode .,21,4
446,good value: i love curve and this is a large bottle which make is a very good value. highly recommended.,1,20,good value : i love curve and this is a large bottle which make is a very good value . highly recommend .,(good) (value:) (i) (love) curve (and) (this) (is) (a) (large) bottle (which) (make) (is) (a) (very) (good) (value.) highly {recommend} ,0,1,14,5,good value : i love * and this is a large * which make is a very good value . * recommend .,17,3
538,tmnt soundtrack: i love the songs on this cd. some of the songs make me want to run fast and punch stuff.,1,22,tmnt soundtrack : i love the song on this hd . some of the song make me want to run fast and throw stuff .,tmnt soundtrack: (i) (love) (the) {song} (on) (this) [hd] (some) (of) (the) {song} (make) (me) (want) (to) (run) (fast) (and) [throw] stuff. ,2,2,15,3,* * : i love the song on this hd . some of the song make me want to run fast and throw * .,19,3
558,"great!: i enjoyed this waist cincher! it corrects my posture, and makes me look slimmer!however, i think it stretched out a bit... or i lost some inches!",1,27,"great ! : i enjoy this waist cincher ! it correct my posture , and make me look slimmer!however , i think it stretch out a bit ... or i lost some inch !","(great!:) (i) {enjoy} (this) waist cincher! (it) {correct} (my) posture, (and) {make} (me) (look) slimmer!however, (i) (think) (it) {stretch} (out) (a) (bit...) (or) (i) (lost) (some) {inch} ",0,5,16,6,"great ! : i * this * * ! it correct my * , and make me look *!* , i think it stretch out a bit ... or i lost some inch !",22,6
601,"squeem: i like it because it came as i was expecting that , and really helped to save money compare to other stores",1,23,"squeem : i like it because it came as i was expect that , and there help to save money compare to other store","squeem: (i) (like) (it) (because) (it) (came) (as) (i) (was) {expect} (that) , (and) [there] {help} (to) (save) (money) (compare) (to) (other) {store} ",1,3,17,2,"squeem : i like it because it came as i was expect that , and there help to save money compare to other store",22,0
641,squeem: love this product. i wear it when i am doing my cardio to help with weight loss. it is true to size.,1,23,squeem : love this product . i wear it when i am doing my cardio to help with weight loss . it is true to size .,squeem: (love) (this) (product.) (i) (wear) (it) (when) (i) (am) (doing) (my) cardio (to) (help) (with) (weight) loss. (it) (is) (true) (to) (size.) ,0,0,18,5,* : love this product . i wear it when i am doing my * to help with weight * . it is true to size .,20,3
659,very good: this product is awesome. it hide all your secrets. i would recommend this product to all women and men. i will buy product again.,1,26,very good : this product is awesome . it hide all your secret . i would recommend this product to all women and men . i will buy product again .,(very) (good:) (this) (product) (is) awesome. (it) hide (all) (your) {secret} (i) (would) recommend (this) (product) (to) (all) (women) (and) (men.) (i) (will) (buy) (product) (again.) ,0,1,19,6,very good : this product is * . it * all your * . i would recommend this product to all women and men . i will buy product again .,23,3
660,"it worked for me..: thought this was not going to fit because i am a 44"" currently and i only ordered xl.. like it very much",1,26,"it work for me .. : thought this was not go to fit because i am a 44 "" currently and i only order xl .. like it very much","(it) {work} (for) (me..:) (thought) (this) (was) (not) {go} (to) (fit) (because) (i) (am) (a) 44"" currently (and) (i) (only) {order} xl.. (like) (it) (very) (much) ",0,3,19,4,"it work for me .. : thought this was not go to fit because i am a * "" * and i only order * .. like it very much",23,3
668,awesome!: this cd is amazing. i am very sad that 107.7 the x in birmingham is no longer. they made a great cd to benefit a great cause.,1,28,awesome ! : this hd is amazing . i am very sad that 107.7 the x in birmingham is no long . they made a great hd to benefit a great cause .,awesome!: (this) [hd] (is) amazing. (i) (am) (very) sad (that) 107.7 (the) x (in) birmingham (is) (no) {long} (they) (made) (a) (great) [hd] (to) benefit (a) (great) (cause.) ,2,1,17,8,* ! : this * is amazing . i am very sad that *.7 the x in * is no long . they made a great * to * a great cause .,23,6
750,love it: book is a great read. intriguing from start to finish. cant find anything wrong to say. would reccomend for beginer to advanced readers.,1,25,love it : book is a great read . intrigue from start to finish . can not find there wrong to say . would reccomend for beginer to advanced handbook .,(love) (it:) (book) (is) (a) (great) (read.) intriguing (from) (start) (to) (finish.) {can} (find) [there] (wrong) (to) (say.) (would) reccomend (for) beginer (to) {advance} {reader} ,1,3,14,7,love it : book is a great read . * from start to finish . can not find there wrong to say . would * for * to * * .,21,5
752,"a classic: i loved this book in high school, and i love it now. a tale of a strong woman that doesn't let society bring her down.",1,27,"a classic : i love this book in high school , and i love it now . a tale of a strong woman that does not let society bring her down .","(a) classic: (i) {love} (this) (book) (in) (high) (school,) (and) (i) (love) (it) (now.) (a) tale (of) (a) (strong) (woman) (that) (doesn't) (let) society (bring) (her) (down.) ",0,1,19,7,"a * : i love this book in high school , and i love it now . a * of a strong woman that does not let society bring her down .",26,2
757,"it's great.: this is the great and very interesting book to read.so for your great experience, pls. try it as soon. :-)",1,22,"it be great . : this is the great and very interesting book to read.so for your great experience , pls . try it as soon . :-)","(it's) (great.:) (this) (is) (the) (great) (and) (very) interesting (book) (to) read.so (for) (your) (great) (experience,) pls. (try) (it) (as) (soon.) :-) ",0,0,14,8,"it be great . : this is the great and very * book to *.* for your great experience , * . try it as soon . :-)",19,4
771,wonderful classic: i enjoy this book very much. it is a timely classic with which i am happy to now have my own copy.,1,24,wonderful classic : i enjoy this book very much . it is a timely classic with which i am happy to now have my own copy .,wonderful classic: (i) enjoy (this) (book) (very) (much.) (it) (is) (a) timely classic (with) (which) (i) (am) (happy) (to) (now) (have) (my) (own) (copy.) ,0,0,17,7,* * : i * this book very much . it is a timely * with which i am happy to now have my own copy .,20,4
778,classic tale: loved this book as well. the movies as always stray from the book- i was pleasantly surprised and taken in by all the characters.,1,26,classic tale : love this book as well . the episode as always stray from the book- i was pleasantly there and take in by all the character .,classic tale: {love} (this) (book) (as) (well.) (the) {movie} (as) (always) stray (from) (the) (book-) (i) (was) pleasantly [there] (and) {take} (in) (by) (all) (the) {character} ,1,4,15,6,* * : love this book as well . the * as always * from the book- i was * there and take in by all the character .,21,5
880,a book value: the classic book that is read by virtually every high school student in america ; and at a bargian price,1,23,a book value : the classic book that is read by virtually every high school student in america ; and at a bargian includes,(a) (book) (value:) (the) classic (book) (that) (is) (read) (by) virtually (every) (high) (school) (student) (in) america ; (and) (at) (a) bargian [includes] ,1,0,16,6,a book value : the * book that is read by * every high school student in * ; and at a * include,18,4
1054,"good. kind of corny.: good book, kind of corny (who am i kidding, it was real corny after the first half). i like it.",1,24,"good . kind of corny . : good book , kind of corny ( who am i called , it was real corny after the first half ) . i like it .","(good.) (kind) (of) corny.: (good) (book,) (kind) (of) corny ((who) (am) (i) {kid} (it) (was) (real) corny (after) (the) (first) (half).) (i) (like) (it.) ",0,1,17,6,"good . kind of * . : good book , kind of * ( who am i call , it was real * after the first half ) . i like it .",21,3
1072,a charlie brown christmas [vhs]: this product completely fulfills my requirements for its ease of use. it provides the accuracy i require. it is entirely recommendable.,1,26,a rebecca brown christmas [ vhs ] : this product completely fulfill my requirements for its ease of use . it provide the accuracy i require . it is particularly misanthropic .,(a) [rebecca] (brown) christmas [vhs]: (this) (product) completely {fulfill} (my) {requirement} (for) (its) (ease) (of) (use.) (it) {provide} (the) accuracy (i) (require.) (it) (is) [particularly] [misanthropic] ,4,3,14,5,a * brown * [ * ] : this product * * my * for its ease of use . it provide the * i require . it is particularly * .,18,8
1090,great christmas classic: i loved this movie as a kid and still enjoy it. with the remastered deluxe edition the color is great.,1,23,great christmas classic : i love this episode as a called and still enjoy it . with the remastered features features the color is great .,(great) christmas classic: (i) {love} (this) [episode] (as) (a) [called] (and) (still) enjoy (it.) (with) (the) {remastere} [features] [features] (the) (color) (is) (great.) ,4,2,12,5,great christmas * : i love this episode as a call and still * it . with the * * * the color is great .,18,5
1092,good movie: this is a classic and always good. i used it for my students in class as charlie brown never goes out of style.,1,25,good episode : this is a classic and always good . i use it for my student in class as rebecca brown never go out of cover .,(good) [episode] (this) (is) (a) classic (and) (always) (good.) (i) {use} (it) (for) (my) {student} (in) (class) (as) [rebecca] (brown) (never) {go} (out) (of) [cover] ,3,3,17,2,good * : this is a * and always good . i use it for my student in class as rebecca brown never go out of cover .,23,2
1112,clean: excellent copy and shipped fast. this is one of the books that i have been waiting to read. clean book.,1,21,clean : excellent copy and ship fast . this is one of the book that i have been wait to read . clean book .,(clean:) excellent (copy) (and) {ship} (fast.) (this) (is) (one) (of) (the) {book} (that) (i) (have) (been) {wait} (to) (read.) (clean) (book.) ,0,3,13,5,clean : excellent copy and ship fast . this is one of the book that i have been wait to read . clean book .,21,0
1309,"great product: i am so happy with this product. my drawers stay neat, clean and most umpotantly organized - i can find everything quickly.",1,24,"great product : i am so happy with this product . my drawer stay neat , clean and most umpotantly organize - i can find there quickly .","(great) (product:) (i) (am) (so) (happy) (with) (this) (product.) (my) {drawer} (stay) neat, (clean) (and) (most) umpotantly {organize} - (i) (can) (find) [there] quickly. ",1,2,15,6,"great product : i am so happy with this product . my * stay * , clean and most * * - i can find there * .",18,5
1310,plain and simple: a women's journey to the amish: this book arrived in a short amount of time and was in very good condition,1,24,plain and simple : a women 's journey to the amish : this book arrive in a short amount of time and was in very good condition,(plain) (and) (simple:) (a) {woman} journey (to) (the) amish: (this) (book) {arrive} (in) (a) (short) amount (of) (time) (and) (was) (in) (very) (good) (condition) ,0,2,18,4,plain and simple : a women 's * to the * : this book arrive in a short * of time and was in very good condition,22,3
1379,nice print: a bit small then i would like but it was nice. got it for my son's history class and it worked out great,1,25,nice print : a bit small then i would like but it was nice . got it for my son 's history class and it work out great,nice (print:) (a) (bit) (small) (then) (i) (would) (like) (but) (it) (was) nice. (got) (it) (for) (my) {son} (history) (class) (and) (it) {work} (out) (great) ,0,2,20,3,* print : a bit small then i would like but it was * . got it for my son 's history class and it work out great,24,2
1419,"dolly parton - the grass is blue: this is a great cd, especially if you like bluegrass music and dolly parton. what a fantastic combination!",1,25,"dolly parton - the grass is blue : this is a great hd , especially if you like bluegrass music and dolly parton . what a fantastic combination !",dolly parton - (the) (grass) (is) (blue:) (this) (is) (a) (great) [hd] (especially) (if) (you) (like) bluegrass (music) (and) dolly parton. (what) (a) fantastic combination! ,1,0,15,9,"* * - the grass is blue : this is a great hd , especially if you like * music and * * . what a * * !",17,7
1452,i liked it: i love the way elizabeth winthrop describes his emotions about mrs. phillips leaving. it was exiting and i couldn't put it down!,1,25,i like it : i love the way rebecca winthrop describe his emotion about rebecca . phillips leave . it was exit and i could not put it down !,(i) {like} (it:) (i) (love) (the) (way) [rebecca] winthrop {describe} (his) {emotion} (about) [rebecca] {phillip} {leave} (it) (was) {exit} (and) (i) (couldn't) (put) (it) (down!) ,2,6,13,4,i like it : i love the way * * describe his * about * . * leave . it was * and i could not put it down !,20,6
1479,welcome to 1059 baseball!: this is a great book that will give you insight on what major league baseball was really like in the late 50's,1,26,welcome to 1059 baseball ! : this is a great book that will give you insight on what major league baseball was there like in the late 50 's,welcome (to) 1059 baseball!: (this) (is) (a) (great) (book) (that) (will) (give) (you) insight (on) (what) (major) league baseball (was) [there] (like) (in) (the) (late) {be} ,1,1,18,6,* to * * ! : this is a great book that will give you * on what major * * was there like in the late * 's,20,7
1525,fast and in good shape: it came to me pretty fast and was in good shape when i opened it. very happy with it. thanks,1,25,fast and in good shape : it came to me pretty fast and was in good shape when i open it . very happy with it . thank,(fast) (and) (in) (good) (shape:) (it) (came) (to) (me) (pretty) (fast) (and) (was) (in) (good) (shape) (when) (i) {open} (it.) (very) (happy) (with) (it.) {thank} ,0,2,20,3,fast and in good shape : it came to me pretty fast and was in good shape when i open it . very happy with it . thank,25,0
1689,just what i was looking for!: i was looking for a simple set of fireplace tools and this is just what i needed and fairly priced.,1,26,just what i was look for ! : i was look for a simple set of fireplace tool and this is just what i need and particularly includes .,(just) (what) (i) (was) {look} (for!:) (i) (was) {look} (for) (a) (simple) (set) (of) fireplace {tool} (and) (this) (is) (just) (what) (i) {need} (and) [particularly] {price} ,1,5,18,2,just what i was look for ! : i was look for a simple set of * tool and this is just what i need and particularly include .,25,1
1729,"outrageously funny: this book is laugh-out-loud funny, a great read and romantic enough to keep me turning the pages. i couldn't put it down!",1,24,"outrageously funny : this book is laugh - out - loud funny , a great read and romantic enough to keep me turn the page . i could not put it down !","outrageously funny: (this) (book) (is) laugh-out-loud funny, (a) (great) (read) (and) romantic (enough) (to) (keep) (me) {turn} (the) {page} (i) (couldn't) (put) (it) (down!) ",0,2,15,7,"* * : this book is laugh - out - loud * , a great read and * enough to keep me turn the page . i could not put it down !",23,4
1783,gun digest: the book was bought as a gift for my brother. he likes it and we were very pleased with speed of delivery and service.,1,26,gun handbook : the book was bought as a gift for my brother . he like it and we were very pleased with speed of includes and services .,(gun) [handbook] (the) (book) (was) (bought) (as) (a) gift (for) (my) (brother.) (he) {like} (it) (and) (we) (were) (very) {please} (with) (speed) (of) [includes] (and) [services] ,3,2,19,2,gun * : the book was bought as a gift for my brother . he like it and we were very * with speed of include and * .,23,3
1789,excellent product: i used this for taping while we were opening gifts for christmas. the remote features are great. this product makes video recording easy and fun.,1,27,excellent product : i use this for taping while we were open gift for christmas . the cell features are great . this product make video recording self and fun .,excellent (product:) (i) {use} (this) (for) {tape} (while) (we) (were) {open} {gift} (for) christmas. (the) [cell] {feature} (are) (great.) (this) (product) {make} video {record} [self] (and) (fun.) ,2,7,12,6,* product : i use this for * while we were open gift for * . the cell feature are great . this product make * * self and fun .,22,5
1806,ninnia: this monitor is great. the service i got when i order was fast and great. i would order again.,1,20,ninnia : this cell is great . the services i got when i order was fast and great . i would order again .,ninnia: (this) [cell] (is) (great.) (the) [services] (i) (got) (when) (i) (order) (was) (fast) (and) (great.) (i) (would) (order) (again.) ,2,0,14,4,* : this cell is great . the service i got when i order was fast and great . i would order again .,19,1
1897,the knowledge of healing: a good video but it did not have enough information that i could use with my clients.a helpful overview of what is possible,1,27,the self of healing : a good video but it did not have enough services that i could use with my clients.a helpful overview of what is possible,(the) [self] (of) {heal} (a) (good) video (but) (it) (did) (not) (have) (enough) [services] (that) (i) (could) (use) (with) (my) clients.a helpful overview (of) (what) (is) (possible) ,2,1,20,4,the self of * : a good * but it did not have enough service that i could use with my *.a * * of what is possible,23,5
1951,"great find: after long search for translation of montale's poems, this bilingual edition was perfect. book was in perfect condition and arrived at exactly the announced date.",1,27,"great find : after long search for handbook of montale 's poem , this bilingual features was perfect . book was in perfect condition and arrive at there the announced date .",(great) (find:) (after) (long) (search) (for) [handbook] (of) {montale} {poem} (this) bilingual [features] (was) perfect. (book) (was) (in) perfect (condition) (and) {arrive} (at) [there] (the) {announce} date. ,3,4,15,5,"great find : after long search for * of * 's poem , this * * was * . book was in * condition and arrive at there the * * .",20,8
1982,awesome costume: this is a great costume. all the extra pieces make it really great. this is one of our favorite costumes.,1,22,awesome costume : this is a great costume . all the extra piece make it there great . this is one of our favorite costume .,awesome costume: (this) (is) (a) (great) costume. (all) (the) extra {piece} (make) (it) [there] (great.) (this) (is) (one) (of) (our) favorite {costume} ,1,2,13,6,* * : this is a great * . all the * piece make it there great . this is one of our * * .,16,6
2107,"great value: i got this for 40 something dollars and it was a great vale for my pocket, plus the great pic quality",1,23,"great value : i got this for 40 there dollar and it was a great vale for my pocket , plus the great pic quality","(great) (value:) (i) (got) (this) (for) 40 [there] {dollar} (and) (it) (was) (a) (great) vale (for) (my) pocket, plus (the) (great) pic quality ",1,1,14,7,"great value : i got this for * there dollar and it was a great * for my * , * the great * *",17,6
2116,spider-man - the motion picture dvd triology: this item was a gift and i am basing my review on the three movies which i have seen.,1,26,spider - man - the motion picture hd triology : this item was a gift and i am base my features on the three episode which i have see .,spider-man - (the) (motion) (picture) [hd] triology: (this) item (was) (a) gift (and) (i) (am) {base} (my) [features] (on) (the) (three) {movie} (which) (i) (have) {see} ,2,3,16,5,* - man - the motion picture * * : this * was a gift and i am base my feature on the three * which i have see .,21,5
2140,good: good why would i want to keep writing writing and writing while all i wanted to say is good. strange.,1,21,good : good why would i want to keep write writing and writing while all i want to say is good . strange .,(good:) (good) (why) (would) (i) (want) (to) (keep) {write} {write} (and) {write} (while) (all) (i) {want} (to) (say) (is) (good.) (strange.) ,0,4,14,3,good : good why would i want to keep write * and * while all i want to say is good . strange .,19,2
